pokemon,version,item,rarity
id-337,25,id-90,50
id-337,26,id-81,5
id-337,26,id-90,50
id-337,27,id-81,5
id-337,27,id-90,50
id-337,28,id-81,5
id-337,28,id-90,50
id-337,29,id-81,5
id-337,29,id-90,50
id-337,30,id-81,5
id-337,30,id-90,50
id-338,7,id-80,5
id-338,8,id-80,5
id-338,9,id-80,5
id-338,10,id-80,5
id-338,11,id-80,5
id-338,12,id-80,5
id-338,13,id-80,5
id-338,14,id-80,5
id-338,15,id-80,5
id-338,16,id-80,5
id-338,17,id-80,5
id-338,17,id-624,1
id-338,18,id-80,5
id-338,18,id-624,1
id-338,21,id-80,5
id-338,21,id-624,1
id-338,22,id-80,5
id-338,22,id-624,1
id-338,23,id-80,5
id-338,24,id-80,5
id-338,25,id-80,5
id-338,25,id-90,50
id-338,26,id-80,5
id-338,26,id-90,50
id-338,27,id-80,5
id-338,27,id-90,50
id-338,28,id-80,5
id-338,28,id-90,50
id-338,29,id-80,5
id-338,29,id-90,50
id-338,30,id-80,5
id-338,30,id-90,50
id-343,25,id-246,5
id-343,26,id-246,5
id-343,27,id-246,5
id-343,28,id-246,5
id-343,29,id-246,5
id-343,30,id-246,5
id-344,25,id-246,5
id-344,26,id-246,5
id-344,27,id-246,5
id-344,28,id-246,5
id-344,29,id-246,5
id-344,30,id-246,5
id-345,12,id-273,5
id-345,13,id-273,5
id-345,14,id-273,5
id-345,15,id-273,5
id-345,16,id-273,5
id-345,17,id-273,5
id-345,18,id-273,5
id-345,21,id-273,5
id-345,22,id-273,5
id-345,23,id-273,5
id-345,24,id-273,5
id-345,25,id-273,5
id-345,26,id-273,5
id-345,27,id-273,5
id-345,28,id-273,5
id-345,29,id-273,5
id-345,30,id-273,5
id-346,12,id-273,5
id-346,13,id-273,5
id-346,14,id-273,5
id-346,15,id-273,5
id-346,16,id-273,5
id-346,17,id-273,5
id-346,18,id-273,5
id-346,21,id-273,5
id-346,22,id-273,5
id-346,23,id-273,5
id-346,24,id-273,5
id-346,25,id-273,5
id-346,26,id-273,5
id-346,27,id-273,5
id-346,28,id-273,5
id-346,29,id-273,5
id-346,30,id-273,5
id-351,7,id-220,100
id-351,8,id-220,100
id-351,9,id-220,100
id-351,10,id-220,100
id-351,11,id-220,100
id-351,12,id-220,100
id-351,13,id-220,100
id-351,14,id-220,100
id-351,15,id-220,100
id-351,16,id-220,100
id-351,17,id-220,100
id-351,18,id-220,100
id-351,21,id-220,100
id-351,22,id-220,100
id-351,23,id-220,100
id-351,24,id-220,100
id-351,25,id-220,100
id-351,26,id-220,100
id-351,27,id-220,5
id-351,28,id-220,5
id-351,29,id-220,5
id-351,30,id-220,5
id-352,7,id-133,5
id-352,8,id-133,5
id-352,9,id-133,5
id-352,10,id-133,5
id-352,11,id-133,5
id-352,12,id-133,5
id-352,13,id-133,5
id-352,14,id-133,5
id-352,15,id-133,5
id-352,16,id-133,5
id-352,17,id-133,5
id-352,18,id-133,5
id-352,21,id-133,5
id-352,22,id-133,5
id-353,7,id-224,5
id-353,8,id-224,5
id-353,9,id-224,5
id-353,10,id-224,5
id-353,11,id-224,5
id-353,12,id-224,5
id-353,13,id-224,5
id-353,14,id-224,5
id-353,15,id-224,5
id-353,16,id-224,5
id-353,17,id-224,5
id-353,18,id-224,5
id-353,21,id-224,5
id-353,22,id-224,5
id-353,23,id-224,5
id-353,24,id-224,5
id-353,25,id-224,5
id-353,26,id-224,5
id-353,27,id-224,5
id-353,28,id-224,5
id-353,29,id-224,5
id-353,30,id-224,5
id-354,7,id-224,5
id-354,8,id-224,5
id-354,9,id-224,5
id-354,10,id-224,5
id-354,11,id-224,5
id-354,12,id-224,5
id-354,13,id-224,5
id-354,14,id-224,5
id-354,15,id-224,5
id-354,16,id-224,5
id-354,17,id-224,5
id-354,18,id-224,5
id-354,21,id-224,5
id-354,22,id-224,5
id-354,23,id-224,5
id-354,24,id-224,5
id-354,25,id-224,5
id-354,26,id-224,5
id-354,27,id-224,5
id-354,28,id-224,5
id-354,29,id-224,5
id-354,30,id-224,5
id-355,7,id-224,5
id-355,8,id-224,5
id-355,9,id-224,5
id-355,10,id-224,5
id-355,11,id-224,5
id-355,12,id-173,5
id-355,13,id-173,5
id-355,14,id-173,5
id-355,15,id-173,5
id-355,16,id-173,5
id-355,17,id-173,5
id-355,18,id-173,5
id-355,21,id-173,5
id-355,22,id-173,5
id-355,25,id-224,5
id-355,26,id-224,5
id-355,27,id-224,5
id-355,28,id-224,5
id-355,29,id-224,5
id-355,30,id-224,5
id-356,7,id-224,5
id-356,8,id-224,5
id-356,9,id-224,5
id-356,10,id-224,5
id-356,11,id-224,5
id-356,12,id-173,5
id-356,13,id-173,5
id-356,14,id-173,5
id-356,15,id-173,5
id-356,16,id-173,5
id-356,17,id-173,5
id-356,18,id-173,5
id-356,21,id-173,5
id-356,22,id-173,5
id-356,25,id-224,5
id-356,26,id-224,5
id-356,27,id-224,5
id-356,28,id-224,5
id-356,29,id-224,5
id-356,30,id-224,5
id-358,12,id-175,5
id-358,13,id-175,5
id-358,14,id-175,5
id-358,15,id-175,5
id-358,16,id-175,5
id-358,17,id-175,5
id-358,18,id-175,5
id-358,21,id-175,5
id-358,22,id-175,5
id-358,25,id-201,5
id-358,26,id-201,5
id-358,27,id-201,5
id-358,28,id-201,5
id-358,29,id-201,5
id-358,30,id-201,5
id-359,25,id-247,5
id-359,26,id-247,5
id-361,12,id-176,5
id-361,13,id-176,5
id-361,14,id-176,5
id-361,15,id-176,5
id-361,16,id-176,5
id-361,17,id-176,5
id-361,18,id-176,5
id-361,21,id-176,5
id-361,22,id-176,5
id-361,25,id-689,5
id-361,26,id-689,5
id-361,27,id-689,5
id-361,28,id-689,5
id-361,29,id-689,5
id-361,30,id-689,5
id-362,7,id-223,5
id-362,8,id-223,5
id-362,9,id-223,5
id-362,10,id-223,5
id-362,11,id-223,5
id-362,12,id-176,5
id-362,13,id-176,5
id-362,14,id-176,5
id-362,15,id-176,5
id-362,16,id-176,5
id-362,17,id-176,5
id-362,18,id-176,5
id-362,21,id-176,5
id-362,22,id-176,5
id-366,7,id-73,5
id-366,8,id-73,5
id-366,9,id-73,5
id-366,10,id-73,5
id-366,11,id-73,5
id-366,12,id-89,5
id-366,13,id-89,5
id-366,14,id-89,5
id-366,15,id-89,5
id-366,16,id-89,5
id-366,17,id-89,5
id-366,18,id-89,5
id-366,21,id-89,5
id-366,22,id-89,5
id-366,23,id-89,5
id-366,24,id-89,5
id-366,25,id-88,50
id-366,25,id-89,5
id-366,26,id-88,50
id-366,26,id-89,5
id-366,27,id-88,50
id-366,27,id-89,5
id-366,28,id-88,50
id-366,28,id-89,5
id-366,29,id-88,50
id-366,29,id-89,5
id-366,30,id-88,50
id-366,30,id-89,5
id-367,12,id-203,5
id-367,13,id-203,5
id-367,14,id-203,5
id-367,15,id-203,5
id-367,16,id-203,5
id-367,17,id-203,5
id-367,18,id-203,5
id-367,21,id-203,5
id-367,22,id-203,5
id-367,23,id-203,5
id-367,24,id-203,5
id-367,25,id-203,5
id-367,26,id-203,5
id-367,27,id-203,5
id-367,28,id-203,5
id-367,29,id-203,5
id-367,30,id-203,5
id-368,12,id-204,5
id-368,13,id-204,5
id-368,14,id-204,5
id-368,15,id-204,5
id-368,16,id-204,5
id-368,17,id-204,5
id-368,18,id-204,5
id-368,21,id-204,5
id-368,22,id-204,5
id-368,23,id-204,5
id-368,24,id-204,5
id-368,25,id-204,5
id-368,26,id-204,5
id-368,27,id-204,5
id-368,28,id-204,5
id-368,29,id-204,5
id-368,30,id-204,5
id-369,7,id-75,5
id-369,8,id-75,5
id-369,9,id-75,5
id-369,10,id-75,5
id-369,11,id-75,5
id-369,12,id-204,5
id-369,13,id-204,5
id-369,14,id-204,5
id-369,15,id-204,5
id-369,16,id-204,5
id-369,17,id-204,5
id-369,18,id-204,5
id-369,21,id-204,5
id-369,22,id-204,5
id-369,23,id-204,5
id-369,24,id-204,5
id-369,25,id-204,5
id-369,26,id-204,5
id-369,27,id-204,5
id-369,28,id-204,5
id-369,29,id-204,5
id-369,30,id-204,5
id-370,7,id-93,50
id-370,8,id-93,50
id-370,9,id-93,50
id-370,10,id-93,50
id-370,11,id-93,50
id-370,12,id-93,50
id-370,13,id-93,50
id-370,14,id-93,50
id-370,15,id-93,50
id-370,16,id-93,50
id-370,17,id-93,50
id-370,18,id-93,50
id-370,21,id-93,50
id-370,22,id-93,50
id-370,23,id-93,50
id-370,24,id-93,50
id-370,25,id-93,50
id-370,26,id-93,50
id-370,27,id-93,50
id-370,28,id-93,50
id-370,29,id-93,50
id-370,30,id-93,50
id-371,7,id-212,5
id-371,8,id-212,5
id-371,9,id-212,5
id-371,10,id-212,5
id-371,11,id-212,5
id-371,12,id-227,5
id-371,13,id-227,5
id-371,14,id-227,5
id-371,15,id-227,5
id-371,16,id-227,5
id-371,17,id-227,5
id-371,18,id-227,5
id-371,21,id-227,5
id-371,22,id-227,5
id-371,23,id-227,5
id-371,24,id-227,5
id-371,25,id-227,5
id-371,26,id-227,5
id-371,27,id-227,5
id-371,28,id-227,5
id-371,29,id-227,5
id-371,30,id-227,5
id-372,7,id-212,5
id-372,8,id-212,5
id-372,9,id-212,5
id-372,10,id-212,5
id-372,11,id-212,5
id-372,12,id-227,5
id-372,13,id-227,5
id-372,14,id-227,5
id-372,15,id-227,5
id-372,16,id-227,5
id-372,17,id-227,5
id-372,18,id-227,5
id-372,21,id-227,5
id-372,22,id-227,5
id-372,23,id-227,5
id-372,24,id-227,5
id-372,25,id-227,5
id-372,26,id-227,5
id-372,27,id-227,5
id-372,28,id-227,5
id-372,29,id-227,5
id-372,30,id-227,5
id-373,7,id-212,5
id-373,8,id-212,5
id-373,9,id-212,5
id-373,10,id-212,5
id-373,11,id-212,5
id-373,12,id-227,5
id-373,13,id-227,5
id-373,14,id-227,5
id-373,15,id-227,5
id-373,16,id-227,5
id-373,17,id-227,5
id-373,18,id-227,5
id-373,21,id-227,5
id-373,22,id-227,5
id-373,23,id-227,5
id-373,24,id-227,5
id-373,25,id-227,5
id-373,26,id-227,5
id-373,27,id-227,5
id-373,28,id-227,5
id-373,29,id-227,5
id-373,30,id-227,5
id-374,7,id-210,5
id-374,8,id-210,5
id-374,9,id-210,5
id-374,10,id-210,5
id-374,11,id-210,5
id-374,12,id-210,5
id-374,13,id-210,5
id-374,14,id-210,5
id-374,15,id-210,5
id-374,16,id-210,5
id-374,17,id-210,5
id-374,18,id-210,5
id-374,21,id-210,5
id-374,22,id-210,5
id-374,23,id-210,5
id-374,24,id-210,5
id-374,25,id-210,5
id-374,26,id-210,5
id-374,27,id-210,5
id-374,28,id-210,5
id-374,29,id-210,5
id-374,30,id-210,5
id-375,7,id-210,5
id-375,8,id-210,5
id-375,9,id-210,5
id-375,10,id-210,5
id-375,11,id-210,5
id-375,12,id-210,5
id-375,13,id-210,5
id-375,14,id-210,5
id-375,15,id-210,5
id-375,16,id-210,5
id-375,17,id-210,5
id-375,18,id-210,5
id-375,21,id-210,5
id-375,22,id-210,5
id-375,23,id-210,5
id-375,24,id-210,5
id-375,25,id-210,5
id-375,26,id-210,5
id-375,27,id-210,5
id-375,28,id-210,5
id-375,29,id-210,5
id-375,30,id-210,5
id-376,7,id-210,5
id-376,8,id-210,5
id-376,9,id-210,5
id-376,10,id-210,5
id-376,11,id-210,5
id-376,12,id-210,5
id-376,13,id-210,5
id-376,14,id-210,5
id-376,15,id-210,5
id-376,16,id-210,5
id-376,17,id-210,5
id-376,18,id-210,5
id-376,21,id-210,5
id-376,22,id-210,5
id-376,23,id-210,5
id-376,24,id-210,5
id-376,25,id-210,5
id-376,26,id-210,5
id-376,27,id-210,5
id-376,28,id-210,5
id-376,29,id-210,5
id-376,30,id-210,5
id-385,7,id-91,100
id-385,8,id-91,100
id-385,9,id-91,100
id-385,10,id-91,100
id-385,11,id-91,100
id-385,12,id-91,100
id-385,13,id-91,100
id-385,14,id-91,100
id-385,15,id-91,100
id-385,16,id-91,100
id-385,17,id-91,100
id-385,18,id-91,100
id-385,21,id-91,100
id-385,22,id-91,100
id-385,23,id-91,100
id-385,24,id-91,100
id-385,25,id-91,100
id-385,26,id-91,100
id-385,27,id-91,5
id-385,28,id-91,5
id-385,29,id-91,5
id-385,30,id-91,5
id-396,12,id-165,5
id-396,13,id-165,5
id-396,14,id-165,5
id-396,15,id-165,5
id-396,16,id-165,5
id-396,17,id-165,5
id-396,18,id-165,5
id-396,21,id-165,5
id-396,22,id-165,5
id-397,12,id-165,5
id-397,13,id-165,5
id-397,14,id-165,5
id-397,15,id-165,5
id-397,16,id-165,5
id-397,17,id-165,5
id-397,18,id-165,5
id-397,21,id-165,5
id-397,22,id-165,5
id-398,12,id-165,5
id-398,13,id-165,5
id-398,14,id-165,5
id-398,15,id-165,5
id-398,16,id-165,5
id-398,17,id-165,5
id-398,18,id-165,5
id-398,21,id-165,5
id-398,22,id-165,5
id-400,12,id-132,50
id-400,12,id-135,5
id-400,13,id-132,50
id-400,13,id-135,5
id-400,14,id-132,50
id-400,14,id-135,5
id-400,15,id-132,50
id-400,15,id-135,5
id-400,16,id-132,50
id-400,16,id-135,5
id-400,17,id-132,50
id-400,17,id-135,5
id-400,18,id-132,50
id-400,18,id-135,5
id-400,21,id-132,50
id-400,21,id-135,5
id-400,22,id-132,50
id-400,22,id-135,5
id-401,12,id-254,5
id-401,13,id-254,5
id-401,14,id-254,5
id-401,15,id-254,5
id-401,16,id-254,5
id-401,17,id-254,5
id-401,18,id-254,5
id-401,21,id-254,5
id-401,22,id-254,5
id-401,23,id-254,5
id-401,24,id-254,5
id-401,25,id-254,5
id-401,26,id-254,5
id-401,27,id-254,5
id-401,28,id-254,5
id-401,29,id-254,5
id-401,30,id-254,5
id-402,12,id-254,5
id-402,13,id-254,5
id-402,14,id-254,5
id-402,15,id-254,5
id-402,16,id-254,5
id-402,17,id-254,5
id-402,18,id-254,5
id-402,21,id-254,5
id-402,22,id-254,5
id-402,23,id-254,5
id-402,24,id-254,5
id-402,25,id-254,5
id-402,26,id-254,5
id-402,27,id-254,5
id-402,28,id-254,5
id-402,29,id-254,5
id-402,30,id-254,5
id-406,12,id-222,5
id-406,13,id-222,5
id-406,14,id-222,5
id-406,15,id-222,5
id-406,16,id-222,5
id-406,17,id-222,5
id-406,18,id-222,5
id-406,21,id-222,5
id-406,22,id-222,5
id-406,23,id-222,5
id-406,24,id-222,5
id-406,25,id-222,5
id-406,26,id-222,5
id-406,27,id-222,5
id-406,28,id-222,5
id-406,29,id-222,5
id-406,30,id-222,5
id-407,12,id-222,5
id-407,13,id-222,5
id-407,14,id-222,5
id-407,15,id-222,5
id-407,16,id-222,5
id-407,17,id-222,5
id-407,18,id-222,5
id-407,21,id-222,5
id-407,21,id-588,1
id-407,22,id-222,5
id-407,22,id-588,1
id-407,23,id-222,5
id-407,24,id-222,5
id-407,25,id-222,5
id-407,26,id-222,5
id-407,27,id-222,5
id-407,28,id-222,5
id-407,29,id-222,5
id-407,30,id-222,5
id-413,12,id-199,5
id-413,13,id-199,5
id-413,14,id-199,5
id-413,15,id-199,5
id-413,16,id-199,5
id-413,17,id-199,5
id-413,18,id-199,5
id-413,21,id-199,5
id-413,22,id-199,5
id-413,23,id-199,5
id-413,24,id-199,5
id-413,25,id-199,5
id-413,26,id-199,5
id-413,27,id-199,5
id-413,28,id-199,5
id-413,29,id-199,5
id-413,30,id-199,5
id-414,12,id-199,5
id-414,13,id-199,5
id-414,14,id-199,5
id-414,15,id-199,5
id-414,16,id-199,5
id-414,17,id-199,5
id-414,18,id-199,5
id-414,21,id-199,5
id-414,22,id-199,5
id-414,23,id-199,5
id-414,24,id-199,5
id-414,25,id-199,5
id-414,26,id-199,5
id-414,27,id-199,5
id-414,28,id-199,5
id-414,29,id-199,5
id-414,30,id-199,5
id-415,12,id-94,100
id-415,13,id-94,100
id-415,14,id-94,100
id-415,15,id-94,100
id-415,16,id-94,100
id-415,17,id-94,100
id-415,18,id-94,100
id-415,21,id-94,5
id-415,22,id-94,5
id-415,23,id-94,5
id-415,24,id-94,5
id-415,25,id-94,5
id-415,26,id-94,5
id-415,27,id-94,5
id-415,28,id-94,5
id-415,29,id-94,5
id-415,30,id-94,5
id-416,12,id-222,5
id-416,13,id-222,5
id-416,14,id-222,5
id-416,15,id-222,5
id-416,16,id-222,5
id-416,17,id-222,5
id-416,18,id-222,5
id-416,21,id-222,5
id-416,22,id-222,5
id-416,23,id-222,5
id-416,24,id-222,5
id-416,25,id-222,5
id-416,26,id-222,5
id-416,27,id-222,5
id-416,28,id-222,5
id-416,29,id-222,5
id-416,30,id-222,5
id-418,12,id-163,5
id-418,13,id-163,5
id-418,14,id-163,5
id-418,15,id-163,5
id-418,16,id-163,5
id-418,17,id-163,5
id-418,18,id-163,5
id-419,12,id-163,5
id-419,13,id-163,5
id-419,14,id-163,5
id-419,15,id-163,5
id-419,16,id-163,5
id-419,17,id-163,5
id-419,18,id-163,5
id-420,12,id-216,5
id-420,13,id-216,5
id-420,14,id-216,5
id-420,15,id-216,5
id-420,16,id-216,5
id-420,17,id-216,5
id-420,18,id-216,5
id-420,21,id-216,5
id-420,22,id-216,5
id-420,23,id-216,5
id-420,24,id-216,5
id-420,25,id-216,5
id-420,26,id-216,5
id-420,27,id-216,5
id-420,28,id-216,5
id-420,29,id-216,5
id-420,30,id-216,5
id-421,12,id-216,5
id-421,13,id-216,5
id-421,14,id-216,5
id-421,15,id-216,5
id-421,16,id-216,5
id-421,17,id-216,5
id-421,18,id-216,5
id-421,21,id-216,5
id-421,22,id-216,5
id-421,23,id-216,5
id-421,24,id-216,5
id-421,25,id-216,5
id-421,26,id-216,5
id-421,27,id-216,5
id-421,28,id-216,5
id-421,29,id-216,5
id-421,30,id-216,5
id-426,21,id-584,1
id-426,22,id-584,1
id-427,12,id-166,5
id-427,13,id-166,5
id-427,14,id-166,5
id-427,15,id-166,5
id-427,16,id-166,5
id-427,17,id-166,5
id-427,18,id-166,5
id-427,21,id-128,50
id-427,22,id-128,50
id-428,12,id-166,5
id-428,13,id-166,5
id-428,14,id-166,5
id-428,15,id-166,5
id-428,16,id-166,5
id-428,17,id-166,5
id-428,18,id-166,5
id-428,21,id-128,50
id-428,22,id-128,50
id-431,12,id-126,5
id-431,13,id-126,5
id-431,14,id-126,5
id-431,15,id-126,5
id-431,16,id-126,5
id-431,17,id-126,5
id-431,18,id-126,5
id-431,21,id-126,5
id-431,22,id-126,5
id-432,12,id-126,5
id-432,13,id-126,5
id-432,14,id-126,5
id-432,15,id-126,5
id-432,16,id-126,5
id-432,17,id-126,5
id-432,18,id-126,5
id-432,21,id-126,5
id-432,22,id-126,5
id-433,12,id-175,5
id-433,13,id-175,5
id-433,14,id-175,5
id-433,15,id-175,5
id-433,16,id-175,5
id-433,17,id-175,5
id-433,18,id-175,5
id-433,21,id-175,5
id-433,22,id-175,5
id-433,25,id-201,5
id-433,26,id-201,5
id-433,27,id-201,5
id-433,28,id-201,5
id-433,29,id-201,5
id-433,30,id-201,5
id-434,12,id-128,5
id-434,13,id-128,5
id-434,14,id-128,5
id-434,15,id-128,5
id-434,16,id-128,5
id-434,17,id-128,5
id-434,18,id-128,5
id-434,21,id-128,5
id-434,22,id-128,5
id-435,12,id-128,5
id-435,13,id-128,5
id-435,14,id-128,5
id-435,15,id-128,5
id-435,16,id-128,5
id-435,17,id-128,5
id-435,18,id-128,5
id-435,21,id-128,5
id-435,22,id-128,5
id-436,12,id-210,5
id-436,13,id-210,5
id-436,14,id-210,5
id-436,15,id-210,5
id-436,16,id-210,5
id-436,17,id-210,5
id-436,18,id-210,5
id-436,21,id-210,5
id-436,22,id-210,5
id-436,23,id-210,5
id-436,24,id-210,5
id-436,25,id-210,5
id-436,26,id-210,5
id-436,27,id-210,5
id-436,28,id-210,5
id-436,29,id-210,5
id-436,30,id-210,5
id-437,12,id-210,5
id-437,13,id-210,5
id-437,14,id-210,5
id-437,15,id-210,5
id-437,16,id-210,5
id-437,17,id-210,5
id-437,18,id-210,5
id-437,21,id-210,5
id-437,22,id-210,5
id-437,23,id-210,5
id-437,24,id-210,5
id-437,25,id-210,5
id-437,26,id-210,5
id-437,27,id-210,5
id-437,28,id-210,5
id-437,29,id-210,5
id-437,30,id-210,5
id-439,12,id-131,5
id-439,13,id-131,5
id-439,14,id-131,5
id-439,15,id-131,5
id-439,16,id-131,5
id-439,17,id-131,5
id-439,18,id-131,5
id-440,12,id-110,50
id-440,12,id-233,5
id-440,13,id-110,50
id-440,13,id-233,5
id-440,14,id-110,50
id-440,14,id-233,5
id-440,15,id-110,50
id-440,15,id-233,5
id-440,16,id-110,50
id-440,16,id-233,5
id-440,17,id-110,50
id-440,17,id-208,5
id-440,18,id-110,50
id-440,18,id-208,5
id-440,21,id-110,50
id-440,21,id-208,5
id-440,22,id-110,50
id-440,22,id-208,5
id-440,23,id-110,50
id-440,23,id-208,5
id-440,24,id-110,50
id-440,24,id-208,5
id-440,25,id-110,50
id-440,25,id-208,5
id-440,26,id-110,50
id-440,26,id-208,5
id-440,27,id-110,50
id-440,28,id-110,50
id-440,29,id-110,50
id-440,30,id-110,50
id-441,12,id-254,5
id-441,13,id-254,5
id-441,14,id-254,5
id-441,15,id-254,5
id-441,16,id-254,5
id-441,17,id-254,5
id-441,18,id-254,5
id-441,21,id-254,5
id-441,22,id-254,5
id-441,23,id-254,5
id-441,24,id-254,5
id-441,25,id-254,5
id-441,26,id-254,5
id-441,27,id-254,5
id-441,28,id-254,5
id-441,29,id-254,5
id-441,30,id-254,5
id-443,12,id-174,5
id-443,13,id-174,5
id-443,14,id-174,5
id-443,15,id-174,5
id-443,16,id-174,5
id-443,17,id-174,5
id-443,18,id-174,5
id-443,21,id-174,5
id-443,22,id-174,5
id-444,12,id-174,5
id-444,13,id-174,5
id-444,14,id-174,5
id-444,15,id-174,5
id-444,16,id-174,5
id-444,17,id-174,5
id-444,18,id-174,5
id-444,21,id-174,5
id-444,22,id-174,5
id-445,12,id-174,5
id-445,13,id-174,5
id-445,14,id-174,5
id-445,15,id-174,5
id-445,16,id-174,5
id-445,17,id-174,5
id-445,18,id-174,5
id-445,21,id-174,5
id-445,22,id-174,5
id-446,12,id-211,100
id-446,13,id-211,100
id-446,14,id-211,100
id-446,15,id-211,100
id-446,16,id-211,100
id-446,17,id-211,100
id-446,18,id-211,100
id-446,21,id-211,100
id-446,22,id-211,100
id-446,23,id-211,100
id-446,24,id-211,100
id-446,25,id-211,100
id-446,26,id-211,100
id-446,27,id-211,5
id-446,28,id-211,5
id-446,29,id-211,5
id-446,30,id-211,5
id-451,12,id-222,5
id-451,13,id-222,5
id-451,14,id-222,5
id-451,15,id-222,5
id-451,16,id-222,5
id-451,17,id-222,5
id-451,18,id-222,5
id-451,21,id-222,5
id-451,22,id-222,5
id-451,23,id-222,5
id-451,24,id-222,5
id-451,25,id-222,5
id-451,26,id-222,5
id-451,27,id-222,5
id-451,28,id-222,5
id-451,29,id-222,5
id-451,30,id-222,5
id-452,12,id-222,5
id-452,13,id-222,5
id-452,14,id-222,5
id-452,15,id-222,5
id-452,16,id-222,5
id-452,17,id-222,5
id-452,18,id-222,5
id-452,21,id-222,5
id-452,22,id-222,5
id-452,23,id-222,5
id-452,24,id-222,5
id-452,25,id-222,5
id-452,26,id-222,5
id-452,27,id-222,5
id-452,28,id-222,5
id-452,29,id-222,5
id-452,30,id-222,5
id-453,12,id-258,5
id-453,13,id-258,5
id-453,14,id-258,5
id-453,15,id-258,5
id-453,16,id-258,5
id-453,17,id-258,5
id-453,18,id-258,5
id-453,21,id-258,5
id-453,22,id-258,5
id-453,23,id-258,5
id-453,24,id-258,5
id-453,25,id-258,5
id-453,26,id-258,5
id-453,27,id-258,5
id-453,28,id-258,5
id-453,29,id-258,5
id-453,30,id-258,5
id-454,12,id-258,5
id-454,13,id-258,5
id-454,14,id-258,5
id-454,15,id-258,5
id-454,16,id-258,5
id-454,17,id-258,5
id-454,18,id-258,5
id-454,21,id-258,5
id-454,22,id-258,5
id-454,23,id-258,5
id-454,24,id-258,5
id-454,25,id-258,5
id-454,26,id-258,5
id-454,27,id-258,5
id-454,28,id-258,5
id-454,29,id-258,5
id-454,30,id-258,5
id-456,12,id-164,5
id-456,13,id-164,5
id-456,14,id-164,5
id-456,15,id-164,5
id-456,16,id-164,5
id-456,17,id-164,5
id-456,18,id-164,5
id-456,21,id-164,5
id-456,22,id-164,5
id-457,12,id-164,5
id-457,13,id-164,5
id-457,14,id-164,5
id-457,15,id-164,5
id-457,16,id-164,5
id-457,17,id-164,5
id-457,18,id-164,5
id-457,21,id-164,5
id-457,22,id-164,5
id-459,12,id-223,5
id-459,13,id-223,5
id-459,14,id-223,5
id-459,15,id-223,5
id-459,16,id-223,5
id-459,17,id-223,5
id-459,18,id-223,5
id-459,21,id-223,5
id-459,22,id-223,5
id-459,23,id-223,5
id-459,24,id-223,5
id-459,25,id-223,5
id-459,26,id-223,5
id-459,27,id-223,5
id-459,28,id-223,5
id-459,29,id-223,5
id-459,30,id-223,5
id-460,12,id-223,5
id-460,13,id-223,5
id-460,14,id-223,5
id-460,15,id-223,5
id-460,16,id-223,5
id-460,17,id-223,5
id-460,18,id-223,5
id-460,21,id-223,5
id-460,22,id-223,5
id-460,23,id-223,5
id-460,24,id-223,5
id-460,25,id-223,5
id-460,26,id-223,5
id-460,27,id-223,5
id-460,28,id-223,5
id-460,29,id-223,5
id-460,30,id-223,5
id-461,12,id-194,5
id-461,12,id-263,50
id-461,13,id-194,5
id-461,13,id-263,50
id-461,14,id-194,5
id-461,14,id-263,50
id-461,15,id-194,5
id-461,15,id-263,50
id-461,16,id-194,5
id-461,16,id-263,50
id-461,17,id-194,5
id-461,17,id-263,50
id-461,18,id-194,5
id-461,18,id-263,50
id-461,21,id-194,5
id-461,21,id-263,50
id-461,22,id-194,5
id-461,22,id-263,50
id-461,23,id-194,5
id-461,23,id-263,50
id-461,24,id-194,5
id-461,24,id-263,50
id-461,25,id-194,5
id-461,26,id-194,5
id-461,27,id-194,5
id-461,28,id-194,5
id-461,29,id-194,5
id-461,30,id-194,5
id-462,12,id-210,5
id-462,13,id-210,5
id-462,14,id-210,5
id-462,15,id-210,5
id-462,16,id-210,5
id-462,17,id-210,5
id-462,18,id-210,5
id-462,21,id-210,5
id-462,22,id-210,5
id-462,23,id-210,5
id-462,24,id-210,5
id-462,25,id-210,5
id-462,26,id-210,5
id-462,27,id-210,5
id-462,28,id-210,5
id-462,29,id-210,5
id-462,30,id-210,5
id-463,12,id-256,5
id-463,13,id-256,5
id-463,14,id-256,5
id-463,15,id-256,5
id-463,16,id-256,5
id-463,17,id-256,5
id-463,18,id-256,5
id-463,21,id-256,5
id-463,22,id-256,5
id-463,23,id-256,5
id-463,24,id-256,5
id-463,25,id-256,5
id-463,26,id-256,5
id-463,27,id-256,5
id-463,28,id-256,5
id-463,29,id-256,5
id-463,30,id-256,5
id-466,12,id-299,50
id-466,13,id-299,5
id-466,14,id-299,50
id-466,15,id-299,5
id-466,16,id-299,5
id-466,17,id-299,5
id-466,18,id-299,5
id-466,21,id-299,5
id-466,22,id-299,5
id-466,23,id-299,5
id-466,24,id-299,5
id-466,25,id-299,5
id-466,26,id-299,5
id-466,27,id-299,5
id-466,28,id-299,5
id-466,29,id-299,5
id-466,30,id-299,5
id-467,12,id-300,5
id-467,13,id-300,50
id-467,14,id-300,50
id-467,15,id-300,5
id-467,16,id-300,5
id-467,17,id-300,5
id-467,18,id-300,5
id-467,21,id-300,5
id-467,22,id-300,5
id-467,23,id-300,5
id-467,24,id-300,5
id-467,25,id-300,5
id-467,26,id-300,5
id-467,27,id-300,5
id-467,28,id-300,5
id-467,29,id-300,5
id-467,30,id-300,5
