pokemon,stat,base_stat,effort
rec-126-dup-0,3,57,0
rec-126-dup-0,2,95,0
rec-126-dup-0,6,93,0
rec-787-dup-0,1,70,0
rec-787-dup-0,3,115,0
rec-787-dup-0,4,85,0
rec-787-dup-0,5,95,0
rec-787-dup-0,2,130,3
rec-787-dup-0,6,75,0
rec-362-dup-0,4,80,0
rec-362-dup-0,2,80,0
rec-362-dup-0,1,80,2
rec-362-dup-0,6,80,0
rec-362-dup-0,5,80,0
rec-362-dup-0,3,80,0
rec-10003-dup-1,1,50,0
rec-10003-dup-1,2,95,0
rec-10003-dup-1,3,90,0
rec-10003-dup-1,5,90,0
rec-10003-dup-1,4,95,0
rec-10003-dup-1,6,180,3
rec-122-dup-0,1,40,0
rec-122-dup-0,5,120,2
rec-122-dup-0,2,45,0
rec-122-dup-0,4,100,0
rec-122-dup-0,3,65,0
rec-122-dup-0,6,90,0
rec-438-dup-0,3,95,1
rec-438-dup-0,1,50,0
rec-438-dup-0,6,10,0
rec-438-dup-0,4,10,0
rec-438-dup-0,5,45,0
rec-438-dup-0,2,80,0
rec-139-dup-1,6,55,0
rec-139-dup-1,1,70,0
rec-139-dup-1,2,60,0
rec-139-dup-1,3,125,2
rec-139-dup-1,5,70,0
rec-139-dup-1,4,115,0
rec-120-dup-0,6,85,1
rec-120-dup-0,2,45,0
rec-120-dup-0,1,30,0
rec-120-dup-0,4,70,0
rec-120-dup-0,5,55,0
rec-120-dup-0,3,55,0
rec-677-dup-0,2,48,0
rec-677-dup-0,1,62,0
rec-677-dup-0,4,63,0
rec-677-dup-0,3,54,0
rec-677-dup-0,6,68,1
rec-677-dup-0,5,60,0
rec-90-dup-1,1,30,0
rec-90-dup-1,2,65,0
rec-90-dup-1,4,45,0
rec-90-dup-1,5,25,0
rec-90-dup-1,6,40,0
rec-90-dup-1,3,100,1
rec-556-dup-0,1,75,0
rec-556-dup-0,2,86,0
rec-556-dup-0,3,67,0
rec-556-dup-0,5,67,0
rec-556-dup-0,6,60,0
rec-556-dup-0,4,106,2
rec-529-dup-0,1,60,0
rec-529-dup-0,3,40,0
rec-529-dup-0,6,68,0
rec-529-dup-0,2,85,1
rec-529-dup-0,5,45,0
rec-529-dup-0,4,30,0
rec-10149-dup-0,6,45,0
rec-10149-dup-0,5,80,0
rec-10149-dup-0,3,110,2
rec-10149-dup-0,2,80,0
rec-10149-dup-0,1,60,0
rec-10149-dup-0,4,50,0
rec-505-dup-0,3,69,0
rec-505-dup-0,1,60,0
rec-505-dup-0,6,77,0
rec-505-dup-0,2,85,2
rec-505-dup-0,5,69,0
rec-505-dup-0,4,60,0
rec-10020-dup-0,6,101,0
rec-10020-dup-0,1,79,0
rec-10020-dup-0,4,145,3
rec-10020-dup-0,2,105,0
rec-10020-dup-0,5,80,0
rec-10020-dup-0,3,70,0
rec-379-dup-0,5,150,1
rec-379-dup-0,6,50,0
rec-379-dup-0,1,80,0
rec-379-dup-0,4,75,0
rec-379-dup-0,2,75,0
rec-379-dup-0,3,150,2
rec-10147-dup-0,3,115,0
rec-10147-dup-0,5,115,0
rec-10147-dup-0,1,80,0
rec-10147-dup-0,2,95,0
rec-10147-dup-0,4,130,3
rec-10147-dup-0,6,65,0
rec-352-dup-0,5,120,1
rec-352-dup-0,4,60,0
rec-352-dup-0,6,40,0
rec-352-dup-0,1,60,0
rec-352-dup-0,3,70,0
rec-352-dup-0,2,90,0
rec-588-dup-0,1,50,0
rec-588-dup-0,6,60,0
rec-588-dup-0,3,45,0
rec-588-dup-0,2,75,1
rec-588-dup-0,5,45,0
rec-588-dup-0,4,40,0
rec-350-dup-1,1,95,0
rec-350-dup-1,6,81,0
rec-350-dup-1,3,79,0
rec-350-dup-1,2,60,0
rec-350-dup-1,5,125,2
rec-350-dup-1,4,100,0
rec-775-dup-0,4,75,0
rec-775-dup-0,6,65,0
rec-775-dup-0,1,65,0
rec-775-dup-0,5,95,0
rec-775-dup-0,2,115,2
rec-775-dup-0,3,65,0
rec-861-dup-0,3,65,0
rec-861-dup-0,5,75,0
rec-861-dup-0,4,95,0
rec-861-dup-0,1,95,0
rec-861-dup-0,6,60,0
rec-861-dup-0,2,120,3
rec-296-dup-1,2,60,0
rec-296-dup-1,3,30,0
rec-296-dup-1,6,25,0
rec-296-dup-1,5,30,0
rec-296-dup-1,1,72,1
rec-296-dup-1,4,20,0
rec-587-dup-0,4,75,0
rec-587-dup-0,6,103,2
rec-587-dup-0,5,60,0
rec-587-dup-0,2,75,0
rec-587-dup-0,1,55,0
rec-587-dup-0,3,60,0
rec-114-dup-0,1,65,0
rec-114-dup-0,4,100,0
rec-114-dup-0,2,55,0
rec-114-dup-0,5,40,0
rec-114-dup-0,3,115,1
rec-114-dup-0,6,60,0
rec-232-dup-0,2,120,1
rec-232-dup-0,5,60,0
rec-232-dup-0,6,50,0
rec-232-dup-0,1,90,0
rec-232-dup-0,3,120,1
rec-232-dup-0,4,60,0
rec-35-dup-0,2,45,0
rec-35-dup-0,6,35,0
rec-35-dup-0,5,65,0
rec-35-dup-0,3,48,0
rec-35-dup-0,4,60,0
rec-35-dup-0,1,70,2
rec-524-dup-0,6,15,0
rec-524-dup-0,3,85,1
rec-524-dup-0,1,55,0
rec-524-dup-0,4,25,0
rec-524-dup-0,5,25,0
rec-524-dup-0,2,75,0
rec-397-dup-0,3,50,0
rec-397-dup-0,4,40,0
rec-397-dup-0,6,80,2
rec-397-dup-0,1,55,0
rec-397-dup-0,2,75,0
rec-397-dup-0,5,40,0
rec-367-dup-1,6,52,0
rec-367-dup-1,5,75,0
rec-367-dup-1,4,94,0
rec-367-dup-1,3,105,1
rec-367-dup-1,1,55,0
rec-367-dup-1,2,104,1
rec-186-dup-0,1,90,0
rec-186-dup-0,6,70,0
rec-186-dup-0,2,75,0
rec-186-dup-0,5,100,3
rec-186-dup-0,4,90,0
rec-186-dup-0,3,75,0
rec-450-dup-0,2,112,0
rec-450-dup-0,3,118,2
rec-450-dup-0,6,47,0
rec-450-dup-0,1,108,0
rec-450-dup-0,5,72,0
rec-450-dup-0,4,68,0
rec-253-dup-1,3,45,0
rec-253-dup-1,4,85,0
rec-253-dup-1,5,65,0
rec-253-dup-1,2,65,0
rec-253-dup-1,6,95,2
rec-253-dup-1,1,50,0
rec-10058-dup-0,3,115,0
rec-10058-dup-0,6,92,0
rec-10058-dup-0,4,120,0
rec-10058-dup-0,2,170,3
rec-10058-dup-0,1,108,0
rec-10058-dup-0,5,95,0
rec-150-dup-1,3,90,0
rec-150-dup-1,4,154,3
rec-150-dup-1,1,106,0
rec-150-dup-1,5,90,0
rec-150-dup-1,6,130,0
rec-150-dup-1,2,110,0
rec-599-dup-1,3,70,1
rec-599-dup-1,1,40,0
rec-599-dup-1,5,60,0
rec-599-dup-1,6,30,0
rec-599-dup-1,4,45,0
rec-599-dup-1,2,55,0
rec-10044-dup-1,3,70,0
rec-10044-dup-1,1,106,0
rec-10044-dup-1,4,194,3
rec-10044-dup-1,5,120,0
rec-10044-dup-1,6,140,0
rec-10044-dup-1,2,150,0
rec-682-dup-0,2,52,0
rec-682-dup-0,4,63,0
rec-682-dup-0,5,65,0
rec-682-dup-0,3,60,0
rec-682-dup-0,1,78,1
rec-682-dup-0,6,23,0
rec-6-dup-1,6,100,0
rec-6-dup-1,5,85,0
rec-6-dup-1,3,78,0
rec-6-dup-1,2,84,0
rec-6-dup-1,1,78,0
rec-6-dup-1,4,109,3
rec-319-dup-0,2,120,2
rec-319-dup-0,1,70,0
rec-319-dup-0,6,95,0
rec-319-dup-0,4,95,0
rec-319-dup-0,3,40,0
rec-319-dup-0,5,40,0
rec-487-dup-0,2,100,0
rec-487-dup-0,1,150,3
rec-487-dup-0,3,120,0
rec-487-dup-0,5,120,0
rec-487-dup-0,4,100,0
rec-487-dup-0,6,90,0
rec-667-dup-0,2,50,0
rec-667-dup-0,4,73,1
rec-667-dup-0,5,54,0
rec-667-dup-0,6,72,0
rec-667-dup-0,1,62,0
rec-667-dup-0,3,58,0
rec-121-dup-0,4,100,0
rec-121-dup-0,3,85,0
rec-121-dup-0,2,75,0
rec-121-dup-0,6,115,2
rec-121-dup-0,1,60,0
rec-121-dup-0,5,85,0
rec-896-dup-0,3,130,0
rec-896-dup-0,4,65,0
rec-896-dup-0,2,145,3
rec-896-dup-0,6,30,0
rec-896-dup-0,1,100,0
rec-896-dup-0,5,110,0
rec-643-dup-1,2,120,0
rec-643-dup-1,6,90,0
rec-643-dup-1,1,100,0
rec-643-dup-1,3,100,0
rec-643-dup-1,5,120,0
rec-643-dup-1,4,150,3
rec-305-dup-0,5,50,0
rec-305-dup-0,1,60,0
rec-305-dup-0,2,90,0
rec-305-dup-0,6,40,0
rec-305-dup-0,3,140,2
rec-305-dup-0,4,50,0
rec-176-dup-1,5,105,2
rec-176-dup-1,6,40,0
rec-176-dup-1,2,40,0
rec-176-dup-1,1,55,0
rec-176-dup-1,3,85,0
rec-176-dup-1,4,80,0
rec-43-dup-0,4,75,1
rec-43-dup-0,5,65,0
rec-43-dup-0,3,55,0
rec-43-dup-0,2,50,0
rec-43-dup-0,6,30,0
rec-43-dup-0,1,45,0
rec-880-dup-0,4,80,0
rec-880-dup-0,6,75,0
rec-880-dup-0,2,100,2
rec-880-dup-0,1,90,0
rec-880-dup-0,5,70,0
rec-880-dup-0,3,90,0
rec-78-dup-0,3,70,0
rec-78-dup-0,1,65,0
rec-78-dup-0,2,100,0
rec-78-dup-0,6,105,2
rec-78-dup-0,4,80,0
rec-78-dup-0,5,80,0
rec-704-dup-0,5,75,1
rec-704-dup-0,2,50,0
rec-704-dup-0,4,55,0
rec-704-dup-0,6,40,0
rec-704-dup-0,3,35,0
rec-704-dup-0,1,45,0
rec-401-dup-0,4,25,0
rec-401-dup-0,1,37,0
rec-401-dup-0,6,25,0
rec-401-dup-0,3,41,1
rec-401-dup-0,5,41,0
rec-401-dup-0,2,25,0
rec-10005-dup-0,3,95,1
rec-10005-dup-0,6,36,0
rec-10005-dup-0,4,69,0
rec-10005-dup-0,2,69,0
rec-10005-dup-0,1,60,0
rec-10005-dup-0,5,95,1
rec-553-dup-0,5,70,0
rec-553-dup-0,4,65,0
rec-553-dup-0,3,80,0
rec-553-dup-0,6,92,0
rec-553-dup-0,1,95,0
rec-553-dup-0,2,117,3
rec-676-dup-0,6,102,1
rec-676-dup-0,1,75,0
rec-676-dup-0,4,65,0
rec-676-dup-0,3,60,0
rec-676-dup-0,2,80,0
rec-676-dup-0,5,90,0
rec-823-dup-0,5,85,0
rec-823-dup-0,4,53,0
rec-823-dup-0,1,98,0
rec-823-dup-0,2,87,0
rec-823-dup-0,3,105,3
rec-823-dup-0,6,67,0
rec-725-dup-0,6,70,1
rec-725-dup-0,1,45,0
rec-725-dup-0,2,65,0
rec-725-dup-0,3,40,0
rec-725-dup-0,5,40,0
rec-725-dup-0,4,60,0
rec-773-dup-1,4,95,0
rec-773-dup-1,5,95,0
rec-773-dup-1,6,95,0
rec-773-dup-1,1,95,3
rec-773-dup-1,3,95,0
rec-773-dup-1,2,95,0
rec-669-dup-0,4,61,0
rec-669-dup-0,1,44,0
rec-669-dup-0,2,38,0
rec-669-dup-0,6,42,0
rec-669-dup-0,5,79,1
rec-669-dup-0,3,39,0
rec-437-dup-1,5,116,1
rec-437-dup-1,3,116,1
rec-437-dup-1,2,89,0
rec-437-dup-1,1,67,0
rec-437-dup-1,6,33,0
rec-437-dup-1,4,79,0
rec-478-dup-1,6,110,2
rec-478-dup-1,5,70,0
rec-478-dup-1,1,70,0
rec-478-dup-1,2,80,0
rec-478-dup-1,3,70,0
rec-478-dup-1,4,80,0
rec-833-dup-0,1,50,0
rec-833-dup-0,2,64,1
rec-833-dup-0,3,50,0
rec-833-dup-0,6,44,0
rec-833-dup-0,4,38,0
rec-833-dup-0,5,38,0
rec-519-dup-0,5,30,0
rec-519-dup-0,4,36,0
rec-519-dup-0,2,55,1
rec-519-dup-0,1,50,0
rec-519-dup-0,3,50,0
rec-519-dup-0,6,43,0
rec-479-dup-1,4,95,1
rec-479-dup-1,5,77,0
rec-479-dup-1,1,50,0
rec-479-dup-1,3,77,0
rec-479-dup-1,6,91,1
rec-479-dup-1,2,50,0
rec-852-dup-1,6,32,0
rec-852-dup-1,4,50,0
rec-852-dup-1,3,60,0
rec-852-dup-1,5,50,0
rec-852-dup-1,2,68,1
rec-852-dup-1,1,50,0
rec-10087-dup-1,2,120,1
rec-10087-dup-1,5,105,0
rec-10087-dup-1,4,145,1
rec-10087-dup-1,3,100,0
rec-10087-dup-1,6,20,0
rec-10087-dup-1,1,70,0
rec-10166-dup-0,3,55,0
rec-10166-dup-0,2,95,1
rec-10166-dup-0,4,58,0
rec-10166-dup-0,6,55,0
rec-10166-dup-0,5,62,0
rec-10166-dup-0,1,52,0
rec-833-dup-1,1,50,0
rec-833-dup-1,2,64,1
rec-833-dup-1,3,50,0
rec-833-dup-1,6,44,0
rec-833-dup-1,4,38,0
rec-833-dup-1,5,38,0
rec-740-dup-0,1,97,0
rec-740-dup-0,2,132,2
rec-740-dup-0,3,77,0
rec-740-dup-0,6,43,0
rec-740-dup-0,5,67,0
rec-740-dup-0,4,62,0
rec-871-dup-0,5,85,0
rec-871-dup-0,4,91,0
rec-871-dup-0,2,101,2
rec-871-dup-0,6,15,0
rec-871-dup-0,1,48,0
rec-871-dup-0,3,95,0
rec-657-dup-0,3,52,0
rec-657-dup-0,6,97,2
rec-657-dup-0,2,63,0
rec-657-dup-0,5,56,0
rec-657-dup-0,1,54,0
rec-657-dup-0,4,83,0
rec-434-dup-0,5,41,0
rec-434-dup-0,2,63,0
rec-434-dup-0,3,47,0
rec-434-dup-0,1,63,0
rec-434-dup-0,6,74,1
rec-434-dup-0,4,41,0
rec-10095-dup-0,3,40,0
rec-10095-dup-0,1,35,0
rec-10095-dup-0,6,90,2
rec-10095-dup-0,4,50,0
rec-10095-dup-0,5,50,0
rec-10095-dup-0,2,55,0
rec-532-dup-0,3,55,0
rec-532-dup-0,6,35,0
rec-532-dup-0,4,25,0
rec-532-dup-0,1,75,0
rec-532-dup-0,5,35,0
rec-532-dup-0,2,80,1
rec-589-dup-0,4,60,0
rec-589-dup-0,6,20,0
rec-589-dup-0,2,135,2
rec-589-dup-0,1,70,0
rec-589-dup-0,5,105,0
rec-589-dup-0,3,105,0
rec-253-dup-0,3,45,0
rec-253-dup-0,4,85,0
rec-253-dup-0,5,65,0
rec-253-dup-0,2,65,0
rec-253-dup-0,6,95,2
rec-253-dup-0,1,50,0
rec-575-dup-1,4,75,0
rec-575-dup-1,6,55,0
rec-575-dup-1,1,60,0
rec-575-dup-1,3,70,0
rec-575-dup-1,2,45,0
rec-575-dup-1,5,85,2
rec-251-dup-0,1,100,3
rec-251-dup-0,2,100,0
rec-251-dup-0,5,100,0
rec-251-dup-0,3,100,0
rec-251-dup-0,4,100,0
rec-251-dup-0,6,100,0
rec-782-dup-0,1,45,0
rec-782-dup-0,4,45,0
rec-782-dup-0,6,45,0
rec-782-dup-0,2,55,0
rec-782-dup-0,3,65,1
rec-782-dup-0,5,45,0
rec-51-dup-0,2,100,0
rec-51-dup-0,5,70,0
rec-51-dup-0,6,120,2
rec-51-dup-0,1,35,0
rec-51-dup-0,3,50,0
rec-51-dup-0,4,50,0
rec-753-dup-0,3,35,0
rec-753-dup-0,5,35,0
rec-753-dup-0,1,40,0
rec-753-dup-0,2,55,1
rec-753-dup-0,6,35,0
rec-753-dup-0,4,50,0
rec-10181-dup-0,3,71,0
rec-10181-dup-0,6,115,0
rec-10181-dup-0,2,100,0
rec-10181-dup-0,5,85,0
rec-10181-dup-0,1,54,3
rec-10181-dup-0,4,61,0
rec-90-dup-0,1,30,0
rec-90-dup-0,2,65,0
rec-90-dup-0,4,45,0
rec-90-dup-0,5,25,0
rec-90-dup-0,6,40,0
rec-90-dup-0,3,100,1
rec-561-dup-1,4,103,2
rec-561-dup-1,3,80,0
rec-561-dup-1,5,80,0
rec-561-dup-1,1,72,0
rec-561-dup-1,2,58,0
rec-561-dup-1,6,97,0
rec-10127-dup-0,3,130,0
rec-10127-dup-0,2,140,0
rec-10127-dup-0,4,140,0
rec-10127-dup-0,5,135,0
rec-10127-dup-0,6,30,0
rec-10127-dup-0,1,45,1
rec-217-dup-1,2,130,2
rec-217-dup-1,3,75,0
rec-217-dup-1,4,75,0
rec-217-dup-1,1,90,0
rec-217-dup-1,6,55,0
rec-217-dup-1,5,75,0
rec-10019-dup-1,5,90,0
rec-10019-dup-1,6,121,3
rec-10019-dup-1,4,110,0
rec-10019-dup-1,3,80,0
rec-10019-dup-1,2,100,0
rec-10019-dup-1,1,79,0
rec-493-dup-1,6,120,0
rec-493-dup-1,3,120,0
rec-493-dup-1,2,120,0
rec-493-dup-1,1,120,3
rec-493-dup-1,4,120,0
rec-493-dup-1,5,120,0
rec-56-dup-1,6,70,0
rec-56-dup-1,3,35,0
rec-56-dup-1,1,40,0
rec-56-dup-1,4,35,0
rec-56-dup-1,2,80,1
rec-56-dup-1,5,45,0
rec-640-dup-1,2,90,0
rec-640-dup-1,1,91,0
rec-640-dup-1,6,108,0
rec-640-dup-1,3,72,0
rec-640-dup-1,4,90,0
rec-640-dup-1,5,129,3
rec-524-dup-1,6,15,0
rec-524-dup-1,3,85,1
rec-524-dup-1,1,55,0
rec-524-dup-1,4,25,0
rec-524-dup-1,5,25,0
rec-524-dup-1,2,75,0
rec-18-dup-1,2,80,0
rec-18-dup-1,1,83,0
rec-18-dup-1,3,75,0
rec-18-dup-1,6,101,3
rec-18-dup-1,4,70,0
rec-18-dup-1,5,70,0
rec-10109-dup-0,4,30,0
rec-10109-dup-0,3,100,1
rec-10109-dup-0,2,80,0
rec-10109-dup-0,5,30,0
rec-10109-dup-0,1,40,0
rec-10109-dup-0,6,20,0
rec-536-dup-0,5,55,0
rec-536-dup-0,4,65,0
rec-536-dup-0,6,69,0
rec-536-dup-0,3,55,0
rec-536-dup-0,1,75,2
rec-536-dup-0,2,65,0
rec-551-dup-0,1,50,0
rec-551-dup-0,4,35,0
rec-551-dup-0,6,65,0
rec-551-dup-0,2,72,1
rec-551-dup-0,5,35,0
rec-551-dup-0,3,35,0
rec-507-dup-0,1,65,0
rec-507-dup-0,4,35,0
rec-507-dup-0,5,65,0
rec-507-dup-0,2,80,2
rec-507-dup-0,3,65,0
rec-507-dup-0,6,60,0
rec-10133-dup-0,1,60,0
rec-10133-dup-0,2,60,0
rec-10133-dup-0,5,100,1
rec-10133-dup-0,4,60,0
rec-10133-dup-0,6,60,0
rec-10133-dup-0,3,100,1
rec-633-dup-0,5,50,0
rec-633-dup-0,1,52,0
rec-633-dup-0,3,50,0
rec-633-dup-0,4,45,0
rec-633-dup-0,2,65,1
rec-633-dup-0,6,38,0
rec-10190-dup-1,1,255,3
rec-10190-dup-1,6,130,0
rec-10190-dup-1,3,250,0
rec-10190-dup-1,2,115,0
rec-10190-dup-1,4,125,0
rec-10190-dup-1,5,250,0
rec-539-dup-0,1,75,0
rec-539-dup-0,2,125,2
rec-539-dup-0,3,75,0
rec-539-dup-0,6,85,0
rec-539-dup-0,4,30,0
rec-539-dup-0,5,75,0
rec-685-dup-1,5,75,0
rec-685-dup-1,4,85,0
rec-685-dup-1,3,86,2
rec-685-dup-1,1,82,0
rec-685-dup-1,2,80,0
rec-685-dup-1,6,72,0
rec-316-dup-1,1,70,1
rec-316-dup-1,6,40,0
rec-316-dup-1,4,43,0
rec-316-dup-1,5,53,0
rec-316-dup-1,2,43,0
rec-316-dup-1,3,53,0
rec-166-dup-0,6,85,0
rec-166-dup-0,1,55,0
rec-166-dup-0,4,55,0
rec-166-dup-0,5,110,2
rec-166-dup-0,2,35,0
rec-166-dup-0,3,50,0
rec-888-dup-0,4,80,0
rec-888-dup-0,5,115,0
rec-888-dup-0,1,92,0
rec-888-dup-0,2,130,0
rec-888-dup-0,3,115,0
rec-888-dup-0,6,138,3
rec-757-dup-0,6,77,1
rec-757-dup-0,1,48,0
rec-757-dup-0,2,44,0
rec-757-dup-0,4,71,0
rec-757-dup-0,5,40,0
rec-757-dup-0,3,40,0
rec-10112-dup-0,6,25,0
rec-10112-dup-0,5,50,0
rec-10112-dup-0,1,80,1
rec-10112-dup-0,2,80,0
rec-10112-dup-0,4,40,0
rec-10112-dup-0,3,50,0
rec-846-dup-0,6,66,1
rec-846-dup-0,5,30,0
rec-846-dup-0,4,40,0
rec-846-dup-0,1,41,0
rec-846-dup-0,2,63,0
rec-846-dup-0,3,40,0
rec-863-dup-0,2,110,2
rec-863-dup-0,4,50,0
rec-863-dup-0,5,60,0
rec-863-dup-0,1,70,0
rec-863-dup-0,6,50,0
rec-863-dup-0,3,100,0
rec-101-dup-0,1,60,0
rec-101-dup-0,3,70,0
rec-101-dup-0,5,80,0
rec-101-dup-0,4,80,0
rec-101-dup-0,6,150,2
rec-101-dup-0,2,50,0
rec-558-dup-0,4,65,0
rec-558-dup-0,6,45,0
rec-558-dup-0,1,70,0
rec-558-dup-0,3,125,2
rec-558-dup-0,2,105,0
rec-558-dup-0,5,75,0
rec-562-dup-0,3,85,1
rec-562-dup-0,4,55,0
rec-562-dup-0,5,65,0
rec-562-dup-0,2,30,0
rec-562-dup-0,1,38,0
rec-562-dup-0,6,30,0
rec-760-dup-1,5,60,0
rec-760-dup-1,3,80,0
rec-760-dup-1,2,125,2
rec-760-dup-1,1,120,0
rec-760-dup-1,6,60,0
rec-760-dup-1,4,55,0
rec-10165-dup-0,4,100,0
rec-10165-dup-0,1,95,0
rec-10165-dup-0,3,95,0
rec-10165-dup-0,2,100,2
rec-10165-dup-0,5,70,0
rec-10165-dup-0,6,30,0
rec-354-dup-0,2,115,2
rec-354-dup-0,1,64,0
rec-354-dup-0,6,65,0
rec-354-dup-0,3,65,0
rec-354-dup-0,4,83,0
rec-354-dup-0,5,63,0
rec-583-dup-0,2,65,0
rec-583-dup-0,4,80,2
rec-583-dup-0,6,59,0
rec-583-dup-0,5,75,0
rec-583-dup-0,1,51,0
rec-583-dup-0,3,65,0
id-1,1,45,0
id-1,2,49,0
id-1,3,49,0
id-1,4,65,1
id-1,5,65,0
id-1,6,45,0
id-2,1,60,0
id-2,2,62,0
id-2,3,63,0
id-2,4,80,1
id-2,5,80,1
id-2,6,60,0
id-3,1,80,0
id-3,2,82,0
id-3,3,83,0
id-3,4,100,2
id-3,5,100,1
id-3,6,80,0
id-4,1,39,0
id-4,2,52,0
id-4,3,43,0
id-4,4,60,0
id-4,5,50,0
id-4,6,65,1
id-5,1,58,0
id-5,2,64,0
id-5,3,58,0
id-5,4,80,1
id-5,5,65,0
id-5,6,80,1
id-6,1,78,0
id-6,2,84,0
id-6,3,78,0
id-6,4,109,3
id-6,5,85,0
id-6,6,100,0
id-7,1,44,0
id-7,2,48,0
id-7,3,65,1
id-7,4,50,0
id-7,5,64,0
id-7,6,43,0
id-8,1,59,0
id-8,2,63,0
id-8,3,80,1
id-8,4,65,0
id-8,5,80,1
id-8,6,58,0
id-9,1,79,0
id-9,2,83,0
id-9,3,100,0
id-9,4,85,0
id-9,5,105,3
id-9,6,78,0
id-10,1,45,1
id-10,2,30,0
id-10,3,35,0
id-10,4,20,0
id-10,5,20,0
id-10,6,45,0
id-11,1,50,0
id-11,2,20,0
id-11,3,55,2
id-11,4,25,0
id-11,5,25,0
id-11,6,30,0
id-12,1,60,0
id-12,2,45,0
id-12,3,50,0
id-12,4,90,2
id-12,5,80,1
id-12,6,70,0
id-13,1,40,0
id-13,2,35,0
id-13,3,30,0
id-13,4,20,0
id-13,5,20,0
id-13,6,50,1
id-14,1,45,0
id-14,2,25,0
id-14,3,50,2
id-14,4,25,0
id-14,5,25,0
id-14,6,35,0
id-15,1,65,0
id-15,2,90,2
id-15,3,40,0
id-15,4,45,0
id-15,5,80,1
id-15,6,75,0
id-16,1,40,0
id-16,2,45,0
id-16,3,40,0
id-16,4,35,0
id-16,5,35,0
id-16,6,56,1
id-17,1,63,0
id-17,2,60,0
id-17,3,55,0
id-17,4,50,0
id-17,5,50,0
id-17,6,71,2
id-18,1,83,0
id-18,2,80,0
id-18,3,75,0
id-18,4,70,0
id-18,5,70,0
id-18,6,101,3
id-19,1,30,0
id-19,2,56,0
id-19,3,35,0
id-19,4,25,0
id-19,5,35,0
id-19,6,72,1
id-20,1,55,0
id-20,2,81,0
id-20,3,60,0
id-20,4,50,0
id-20,5,70,0
id-20,6,97,2
id-21,1,40,0
id-21,2,60,0
id-21,3,30,0
id-21,4,31,0
id-21,5,31,0
id-21,6,70,1
id-22,1,65,0
id-22,2,90,0
id-22,3,65,0
id-22,4,61,0
id-22,5,61,0
id-22,6,100,2
id-23,1,35,0
id-23,2,60,1
id-23,3,44,0
id-23,4,40,0
id-23,5,54,0
id-23,6,55,0
id-24,1,60,0
id-24,2,95,2
id-24,3,69,0
id-24,4,65,0
id-24,5,79,0
id-24,6,80,0
id-25,1,35,0
id-25,2,55,0
id-25,3,40,0
id-25,4,50,0
id-25,5,50,0
id-25,6,90,2
id-26,1,60,0
id-26,2,90,0
id-26,3,55,0
id-26,4,90,0
id-26,5,80,0
id-26,6,110,3
id-27,1,50,0
id-27,2,75,0
id-27,3,85,1
id-27,4,20,0
id-27,5,30,0
id-27,6,40,0
id-28,1,75,0
id-28,2,100,0
id-28,3,110,2
id-28,4,45,0
id-28,5,55,0
id-28,6,65,0
id-29,1,55,1
id-29,2,47,0
id-29,3,52,0
id-29,4,40,0
id-29,5,40,0
id-29,6,41,0
id-30,1,70,2
id-30,2,62,0
id-30,3,67,0
id-30,4,55,0
id-30,5,55,0
id-30,6,56,0
id-31,1,90,3
id-31,2,92,0
id-31,3,87,0
id-31,4,75,0
id-31,5,85,0
id-31,6,76,0
id-32,1,46,0
id-32,2,57,1
id-32,3,40,0
id-32,4,40,0
id-32,5,40,0
id-32,6,50,0
id-33,1,61,0
id-33,2,72,2
id-33,3,57,0
id-33,4,55,0
id-33,5,55,0
id-33,6,65,0
id-34,1,81,0
id-34,2,102,3
id-34,3,77,0
id-34,4,85,0
id-34,5,75,0
id-34,6,85,0
id-35,1,70,2
id-35,2,45,0
id-35,3,48,0
id-35,4,60,0
id-35,5,65,0
id-35,6,35,0
id-36,1,95,3
id-36,2,70,0
id-36,3,73,0
id-36,4,95,0
id-36,5,90,0
id-36,6,60,0
id-37,1,38,0
id-37,2,41,0
id-37,3,40,0
id-37,4,50,0
id-37,5,65,0
id-37,6,65,1
id-38,1,73,0
id-38,2,76,0
id-38,3,75,0
id-38,4,81,0
id-38,5,100,1
id-38,6,100,1
id-39,1,115,2
id-39,2,45,0
id-39,3,20,0
id-39,4,45,0
id-39,5,25,0
id-39,6,20,0
id-40,1,140,3
id-40,2,70,0
id-40,3,45,0
id-40,4,85,0
id-40,5,50,0
id-40,6,45,0
id-41,1,40,0
id-41,2,45,0
id-41,3,35,0
id-41,4,30,0
id-41,5,40,0
id-41,6,55,1
id-42,1,75,0
id-42,2,80,0
id-42,3,70,0
id-42,4,65,0
id-42,5,75,0
id-42,6,90,2
id-43,1,45,0
id-43,2,50,0
id-43,3,55,0
id-43,4,75,1
id-43,5,65,0
id-43,6,30,0
id-44,1,60,0
id-44,2,65,0
id-44,3,70,0
id-44,4,85,2
id-44,5,75,0
id-44,6,40,0
id-45,1,75,0
id-45,2,80,0
id-45,3,85,0
id-45,4,110,3
id-45,5,90,0
id-45,6,50,0
id-46,1,35,0
id-46,2,70,1
id-46,3,55,0
id-46,4,45,0
id-46,5,55,0
id-46,6,25,0
id-47,1,60,0
id-47,2,95,2
id-47,3,80,1
id-47,4,60,0
id-47,5,80,0
id-47,6,30,0
id-48,1,60,0
id-48,2,55,0
id-48,3,50,0
id-48,4,40,0
id-48,5,55,1
id-48,6,45,0
