pokemon,version_group,move,pokemon_move_method,level,order
id-482,20,id-153,1,77,
id-482,20,id-156,1,1,2.0
id-482,20,id-156,4,0,
id-482,20,id-161,4,0,
id-482,20,id-164,4,0,
id-482,20,id-173,4,0,
id-482,20,id-182,4,0,
id-482,20,id-197,1,14,
id-482,20,id-201,4,0,
id-482,20,id-203,4,0,
id-482,20,id-214,4,0,
id-482,20,id-219,4,0,
id-482,20,id-226,4,0,
id-482,20,id-227,4,0,
id-482,20,id-231,4,0,
id-482,20,id-240,4,0,
id-482,20,id-241,4,0,
id-482,20,id-247,4,0,
id-482,20,id-248,1,63,
id-482,20,id-248,4,0,
id-482,20,id-253,1,56,
id-482,20,id-253,4,0,
id-482,20,id-263,4,0,
id-482,20,id-269,4,0,
id-482,20,id-270,4,0,
id-482,20,id-271,4,0,
id-482,20,id-285,4,0,
id-482,20,id-286,1,28,
id-482,20,id-286,4,0,
id-482,20,id-326,1,35,
id-482,20,id-347,4,0,
id-482,20,id-369,4,0,
id-482,20,id-371,4,0,
id-482,20,id-372,4,0,
id-482,20,id-374,4,0,
id-482,20,id-387,1,70,
id-482,20,id-409,4,0,
id-482,20,id-412,4,0,
id-482,20,id-416,4,0,
id-482,20,id-417,1,42,
id-482,20,id-417,4,0,
id-482,20,id-427,4,0,
id-482,20,id-428,4,0,
id-482,20,id-433,4,0,
id-482,20,id-446,4,0,
id-482,20,id-447,4,0,
id-482,20,id-472,4,0,
id-482,20,id-473,4,0,
id-482,20,id-478,4,0,
id-482,20,id-496,4,0,
id-482,20,id-500,4,0,
id-482,20,id-502,4,0,
id-482,20,id-512,4,0,
id-482,20,id-577,4,0,
id-482,20,id-583,4,0,
id-482,20,id-605,4,0,
id-482,20,id-797,3,0,
id-483,20,id-34,4,0,
id-483,20,id-53,4,0,
id-483,20,id-58,4,0,
id-483,20,id-59,4,0,
id-483,20,id-63,4,0,
id-483,20,id-85,4,0,
id-483,20,id-86,4,0,
id-483,20,id-87,4,0,
id-483,20,id-89,4,0,
id-483,20,id-126,4,0,
id-483,20,id-129,4,0,
id-483,20,id-156,4,0,
id-483,20,id-157,4,0,
id-483,20,id-163,1,24,
id-483,20,id-164,4,0,
id-483,20,id-173,4,0,
id-483,20,id-182,4,0,
id-483,20,id-184,1,1,1.0
id-483,20,id-184,4,0,
id-483,20,id-200,4,0,
id-483,20,id-201,4,0,
id-483,20,id-203,4,0,
id-483,20,id-214,4,0,
id-483,20,id-219,4,0,
id-483,20,id-225,1,8,
id-483,20,id-231,1,80,
id-483,20,id-231,4,0,
id-483,20,id-232,1,1,2.0
id-483,20,id-240,4,0,
id-483,20,id-241,4,0,
id-483,20,id-246,1,16,
id-483,20,id-263,4,0,
id-483,20,id-280,4,0,
id-483,20,id-304,4,0,
id-483,20,id-315,4,0,
id-483,20,id-317,4,0,
id-483,20,id-334,4,0,
id-483,20,id-337,1,40,
id-483,20,id-337,4,0,
id-483,20,id-339,4,0,
id-483,20,id-368,1,64,
id-483,20,id-396,1,48,
id-483,20,id-396,4,0,
id-483,20,id-406,4,0,
id-483,20,id-408,1,56,
id-483,20,id-408,4,0,
id-483,20,id-414,1,72,
id-483,20,id-414,4,0,
id-483,20,id-416,4,0,
id-483,20,id-421,4,0,
id-483,20,id-430,1,32,
id-483,20,id-430,4,0,
id-483,20,id-433,4,0,
id-483,20,id-434,3,0,
id-483,20,id-442,4,0,
id-483,20,id-444,4,0,
id-483,20,id-446,4,0,
id-483,20,id-459,1,88,
id-483,20,id-484,4,0,
id-483,20,id-496,4,0,
id-483,20,id-523,4,0,
id-483,20,id-707,4,0,
id-483,20,id-776,4,0,
id-483,20,id-784,4,0,
id-483,20,id-796,3,0,
id-483,20,id-799,3,0,
id-484,20,id-34,4,0,
id-484,20,id-53,4,0,
id-484,20,id-56,1,88,
id-484,20,id-56,4,0,
id-484,20,id-57,4,0,
id-484,20,id-58,4,0,
id-484,20,id-59,4,0,
id-484,20,id-63,4,0,
id-484,20,id-85,4,0,
id-484,20,id-86,4,0,
id-484,20,id-87,4,0,
id-484,20,id-89,4,0,
id-484,20,id-126,4,0,
id-484,20,id-129,4,0,
id-484,20,id-156,4,0,
id-484,20,id-157,4,0,
id-484,20,id-163,1,24,
id-484,20,id-164,4,0,
id-484,20,id-173,4,0,
id-484,20,id-182,4,0,
id-484,20,id-184,1,1,1.0
id-484,20,id-184,4,0,
id-484,20,id-200,4,0,
id-484,20,id-201,4,0,
id-484,20,id-203,4,0,
id-484,20,id-214,4,0,
id-484,20,id-219,4,0,
id-484,20,id-225,1,8,
id-484,20,id-240,4,0,
id-484,20,id-241,4,0,
id-484,20,id-246,1,16,
id-484,20,id-250,4,0,
id-484,20,id-258,4,0,
id-484,20,id-263,4,0,
id-484,20,id-280,4,0,
id-484,20,id-291,4,0,
id-484,20,id-304,4,0,
id-484,20,id-317,4,0,
id-484,20,id-337,1,40,
id-484,20,id-337,4,0,
id-484,20,id-339,4,0,
id-484,20,id-352,1,1,2.0
id-484,20,id-362,4,0,
id-484,20,id-374,4,0,
id-484,20,id-392,1,32,
id-484,20,id-396,1,48,
id-484,20,id-396,4,0,
id-484,20,id-401,1,64,
id-484,20,id-406,4,0,
id-484,20,id-408,1,56,
id-484,20,id-408,4,0,
id-484,20,id-411,4,0,
id-484,20,id-414,1,72,
id-484,20,id-414,4,0,
id-484,20,id-416,4,0,
id-484,20,id-419,4,0,
id-484,20,id-421,4,0,
id-484,20,id-433,4,0,
id-484,20,id-434,3,0,
id-484,20,id-444,4,0,
id-484,20,id-460,1,80,
id-484,20,id-484,4,0,
id-484,20,id-496,4,0,
id-484,20,id-523,4,0,
id-484,20,id-707,4,0,
id-484,20,id-710,4,0,
id-484,20,id-776,4,0,
id-484,20,id-784,4,0,
id-484,20,id-799,3,0,
id-484,20,id-814,3,0,
id-485,20,id-34,4,0,
id-485,20,id-43,1,1,2.0
id-485,20,id-53,4,0,
id-485,20,id-63,4,0,
id-485,20,id-76,4,0,
id-485,20,id-83,1,1,1.0
id-485,20,id-83,4,0,
id-485,20,id-89,4,0,
id-485,20,id-91,4,0,
id-485,20,id-120,4,0,
id-485,20,id-126,4,0,
id-485,20,id-156,4,0,
id-485,20,id-157,4,0,
id-485,20,id-164,4,0,
id-485,20,id-173,4,0,
id-485,20,id-182,4,0,
id-485,20,id-184,1,24,
id-485,20,id-184,4,0,
id-485,20,id-203,4,0,
id-485,20,id-213,4,0,
id-485,20,id-214,4,0,
id-485,20,id-232,1,6,
id-485,20,id-241,4,0,
id-485,20,id-242,1,36,
id-485,20,id-242,4,0,
id-485,20,id-246,1,12,
id-485,20,id-253,4,0,
id-485,20,id-257,1,60,
id-485,20,id-257,4,0,
id-485,20,id-261,4,0,
id-485,20,id-263,4,0,
id-485,20,id-269,4,0,
id-485,20,id-315,4,0,
id-485,20,id-317,4,0,
id-485,20,id-319,1,48,
id-485,20,id-334,4,0,
id-485,20,id-371,4,0,
id-485,20,id-399,4,0,
id-485,20,id-406,4,0,
id-485,20,id-414,1,54,
id-485,20,id-414,4,0,
id-485,20,id-416,4,0,
id-485,20,id-424,1,18,
id-485,20,id-424,4,0,
id-485,20,id-430,4,0,
id-485,20,id-436,1,42,
id-485,20,id-442,1,30,
id-485,20,id-442,4,0,
id-485,20,id-444,1,66,
id-485,20,id-444,4,0,
id-485,20,id-446,4,0,
id-485,20,id-463,1,72,
id-485,20,id-484,4,0,
id-485,20,id-496,4,0,
id-485,20,id-523,4,0,
id-485,20,id-535,4,0,
id-485,20,id-707,4,0,
id-485,20,id-776,4,0,
id-485,20,id-796,3,0,
id-485,20,id-798,3,0,
id-485,20,id-807,3,0,
id-485,20,id-815,3,0,
id-486,20,id-1,1,1,1.0
id-486,20,id-5,1,36,
id-486,20,id-5,4,0,
id-486,20,id-7,4,0,
id-486,20,id-8,4,0,
id-486,20,id-9,4,0,
id-486,20,id-23,1,18,
id-486,20,id-25,4,0,
id-486,20,id-34,4,0,
id-486,20,id-63,4,0,
id-486,20,id-85,4,0,
id-486,20,id-86,4,0,
id-486,20,id-87,4,0,
id-486,20,id-89,4,0,
id-486,20,id-109,1,1,2.0
id-486,20,id-156,4,0,
id-486,20,id-157,4,0,
id-486,20,id-164,4,0,
id-486,20,id-173,4,0,
id-486,20,id-182,1,24,
id-486,20,id-182,4,0,
id-486,20,id-196,4,0,
id-486,20,id-203,4,0,
id-486,20,id-214,4,0,
id-486,20,id-219,4,0,
id-486,20,id-240,4,0,
id-486,20,id-241,4,0,
id-486,20,id-263,4,0,
id-486,20,id-276,4,0,
id-486,20,id-279,1,12,
id-486,20,id-279,4,0,
id-486,20,id-280,4,0,
id-486,20,id-282,1,30,
id-486,20,id-317,4,0,
id-486,20,id-359,1,66,
id-486,20,id-371,1,6,
id-486,20,id-371,4,0,
id-486,20,id-374,4,0,
id-486,20,id-409,4,0,
id-486,20,id-411,4,0,
id-486,20,id-414,4,0,
id-486,20,id-416,1,72,
id-486,20,id-416,4,0,
id-486,20,id-419,4,0,
id-486,20,id-428,1,54,
id-486,20,id-428,4,0,
id-486,20,id-442,4,0,
id-486,20,id-444,4,0,
id-486,20,id-462,1,78,
id-486,20,id-469,1,48,
id-486,20,id-484,1,60,
id-486,20,id-484,4,0,
id-486,20,id-496,4,0,
id-486,20,id-514,4,0,
id-486,20,id-523,4,0,
id-486,20,id-535,4,0,
id-486,20,id-663,4,0,
id-486,20,id-667,4,0,
id-486,20,id-707,4,0,
id-486,20,id-776,1,42,
id-486,20,id-776,4,0,
id-486,20,id-805,3,0,
id-487,20,id-19,4,0,
id-487,20,id-34,4,0,
id-487,20,id-63,4,0,
id-487,20,id-85,4,0,
id-487,20,id-86,4,0,
id-487,20,id-87,4,0,
id-487,20,id-89,4,0,
id-487,20,id-94,4,0,
id-487,20,id-129,4,0,
id-487,20,id-156,4,0,
id-487,20,id-163,1,28,
id-487,20,id-164,4,0,
id-487,20,id-173,4,0,
id-487,20,id-182,4,0,
id-487,20,id-184,1,35,
id-487,20,id-184,4,0,
id-487,20,id-194,1,84,
id-487,20,id-196,4,0,
id-487,20,id-200,4,0,
id-487,20,id-203,4,0,
id-487,20,id-211,4,0,
id-487,20,id-214,4,0,
id-487,20,id-219,4,0,
id-487,20,id-220,1,49,
id-487,20,id-225,1,7,
id-487,20,id-231,4,0,
id-487,20,id-240,4,0,
id-487,20,id-241,4,0,
id-487,20,id-246,1,14,
id-487,20,id-247,4,0,
id-487,20,id-261,4,0,
id-487,20,id-263,4,0,
id-487,20,id-304,4,0,
id-487,20,id-337,1,63,
id-487,20,id-337,4,0,
id-487,20,id-347,4,0,
id-487,20,id-371,4,0,
id-487,20,id-396,1,56,
id-487,20,id-396,4,0,
id-487,20,id-399,4,0,
id-487,20,id-406,4,0,
id-487,20,id-412,4,0,
id-487,20,id-414,1,70,
id-487,20,id-414,4,0,
id-487,20,id-416,4,0,
id-487,20,id-421,1,42,
id-487,20,id-421,4,0,
id-487,20,id-425,1,1,1.0
id-487,20,id-432,1,1,2.0
id-487,20,id-434,3,0,
id-487,20,id-442,4,0,
id-487,20,id-444,4,0,
id-487,20,id-467,1,77,
id-487,20,id-496,4,0,
id-487,20,id-506,1,21,
id-487,20,id-506,4,0,
id-487,20,id-523,4,0,
id-487,20,id-566,4,0,
id-487,20,id-693,4,0,
id-487,20,id-784,4,0,
id-487,20,id-809,3,0,
id-487,20,id-814,3,0,
id-488,20,id-34,4,0,
id-488,20,id-54,1,6,
id-488,20,id-58,4,0,
id-488,20,id-60,1,18,
id-488,20,id-62,1,12,
id-488,20,id-63,4,0,
id-488,20,id-76,4,0,
id-488,20,id-86,4,0,
id-488,20,id-93,1,1,1.0
id-488,20,id-94,1,54,
id-488,20,id-94,4,0,
id-488,20,id-104,1,1,2.0
id-488,20,id-113,4,0,
id-488,20,id-115,4,0,
id-488,20,id-129,4,0,
id-488,20,id-156,4,0,
id-488,20,id-163,1,30,
id-488,20,id-164,4,0,
id-488,20,id-173,4,0,
id-488,20,id-182,4,0,
id-488,20,id-196,4,0,
id-488,20,id-203,4,0,
id-488,20,id-213,4,0,
id-488,20,id-214,4,0,
id-488,20,id-219,1,48,
id-488,20,id-219,4,0,
id-488,20,id-236,1,42,
id-488,20,id-240,4,0,
id-488,20,id-241,4,0,
id-488,20,id-247,4,0,
id-488,20,id-248,1,66,
id-488,20,id-248,4,0,
id-488,20,id-263,4,0,
id-488,20,id-270,4,0,
id-488,20,id-271,4,0,
id-488,20,id-285,4,0,
id-488,20,id-347,4,0,
id-488,20,id-375,1,24,
id-488,20,id-384,4,0,
id-488,20,id-385,4,0,
id-488,20,id-412,4,0,
id-488,20,id-416,4,0,
id-488,20,id-427,1,36,
id-488,20,id-427,4,0,
id-488,20,id-428,4,0,
id-488,20,id-433,4,0,
id-488,20,id-447,4,0,
id-488,20,id-461,1,72,
id-488,20,id-473,4,0,
id-488,20,id-478,4,0,
id-488,20,id-496,4,0,
id-488,20,id-500,4,0,
id-488,20,id-502,4,0,
id-488,20,id-585,1,60,
id-488,20,id-797,3,0,
id-494,20,id-5,4,0,
id-494,20,id-7,4,0,
id-494,20,id-9,4,0,
id-494,20,id-25,4,0,
id-494,20,id-29,1,28,
id-494,20,id-38,1,70,
id-494,20,id-53,4,0,
id-494,20,id-63,4,0,
id-494,20,id-76,4,0,
id-494,20,id-83,4,0,
id-494,20,id-85,4,0,
id-494,20,id-86,4,0,
id-494,20,id-87,4,0,
id-494,20,id-93,1,1,4.0
id-494,20,id-94,4,0,
id-494,20,id-98,1,1,2.0
id-494,20,id-113,4,0,
id-494,20,id-116,1,1,5.0
id-494,20,id-116,4,0,
id-494,20,id-126,4,0,
id-494,20,id-129,4,0,
id-494,20,id-156,4,0,
id-494,20,id-164,4,0,
id-494,20,id-173,4,0,
id-494,20,id-179,1,56,
id-494,20,id-179,4,0,
id-494,20,id-182,4,0,
id-494,20,id-203,1,35,
id-494,20,id-203,4,0,
id-494,20,id-214,4,0,
id-494,20,id-219,4,0,
id-494,20,id-226,4,0,
id-494,20,id-227,4,0,
id-494,20,id-241,4,0,
id-494,20,id-247,4,0,
id-494,20,id-248,4,0,
id-494,20,id-253,4,0,
id-494,20,id-257,4,0,
id-494,20,id-261,4,0,
id-494,20,id-263,4,0,
id-494,20,id-269,4,0,
id-494,20,id-270,4,0,
id-494,20,id-271,4,0,
id-494,20,id-280,4,0,
id-494,20,id-285,4,0,
id-494,20,id-299,4,0,
id-494,20,id-315,1,84,
id-494,20,id-315,4,0,
id-494,20,id-340,4,0,
id-494,20,id-369,4,0,
id-494,20,id-374,4,0,
id-494,20,id-384,4,0,
id-494,20,id-385,4,0,
id-494,20,id-394,1,77,
id-494,20,id-394,4,0,
id-494,20,id-411,4,0,
id-494,20,id-412,4,0,
id-494,20,id-416,4,0,
id-494,20,id-428,1,42,
id-494,20,id-428,4,0,
id-494,20,id-433,4,0,
id-494,20,id-447,4,0,
id-494,20,id-473,4,0,
id-494,20,id-488,1,1,3.0
id-494,20,id-496,4,0,
id-494,20,id-500,1,21,
id-494,20,id-500,4,0,
id-494,20,id-510,1,14,
id-494,20,id-515,1,91,
id-494,20,id-517,1,49,
id-494,20,id-526,1,7,
id-494,20,id-526,4,0,
id-494,20,id-528,4,0,
id-494,20,id-545,1,63,
id-494,20,id-557,1,1,1.0
id-494,20,id-595,4,0,
id-494,20,id-605,4,0,
id-494,20,id-683,4,0,
id-494,20,id-797,3,0,
id-494,20,id-815,3,0,
id-506,20,id-33,1,1,1.0
id-506,20,id-36,1,28,
id-506,20,id-43,1,1,2.0
id-506,20,id-44,1,8,
id-506,20,id-46,1,40,
id-506,20,id-85,4,0,
id-506,20,id-86,4,0,
id-506,20,id-91,4,0,
id-506,20,id-122,2,0,
id-506,20,id-156,4,0,
id-506,20,id-164,4,0,
id-506,20,id-173,4,0,
id-506,20,id-179,1,36,
id-506,20,id-179,4,0,
id-506,20,id-182,4,0,
id-506,20,id-189,2,0,
id-506,20,id-203,4,0,
id-506,20,id-204,4,0,
id-506,20,id-213,4,0,
id-506,20,id-214,4,0,
id-506,20,id-240,4,0,
id-506,20,id-241,4,0,
id-506,20,id-242,1,24,
id-506,20,id-242,4,0,
id-506,20,id-247,4,0,
id-506,20,id-253,4,0,
id-506,20,id-263,4,0,
id-506,20,id-270,1,32,
id-506,20,id-270,4,0,
id-506,20,id-281,2,0,
id-506,20,id-304,4,0,
id-506,20,id-317,4,0,
id-506,20,id-336,2,0,
id-506,20,id-343,2,0,
id-506,20,id-371,4,0,
id-506,20,id-387,1,44,
id-506,20,id-416,1,48,
id-506,20,id-416,4,0,
id-506,20,id-422,4,0,
id-506,20,id-423,4,0,
id-506,20,id-424,4,0,
id-506,20,id-495,2,0,
id-506,20,id-496,4,0,
id-506,20,id-514,1,12,
id-506,20,id-514,4,0,
id-506,20,id-526,1,4,
id-506,20,id-526,4,0,
id-506,20,id-528,4,0,
id-506,20,id-555,4,0,
id-506,20,id-583,1,20,
id-506,20,id-583,4,0,
id-506,20,id-608,1,17,
id-506,20,id-706,4,0,
id-507,20,id-33,1,1,1.0
id-507,20,id-36,1,36,
id-507,20,id-43,1,1,2.0
id-507,20,id-44,1,1,4.0
id-507,20,id-46,1,54,
id-507,20,id-57,4,0,
id-507,20,id-85,4,0,
id-507,20,id-86,4,0,
id-507,20,id-91,4,0,
id-507,20,id-156,4,0,
id-507,20,id-164,4,0,
id-507,20,id-173,4,0,
id-507,20,id-179,1,48,
id-507,20,id-179,4,0,
id-507,20,id-182,4,0,
id-507,20,id-203,4,0,
id-507,20,id-204,4,0,
id-507,20,id-213,4,0,
id-507,20,id-214,4,0,
id-507,20,id-240,4,0,
id-507,20,id-241,4,0,
id-507,20,id-242,1,30,
id-507,20,id-242,4,0,
id-507,20,id-247,4,0,
id-507,20,id-253,4,0,
id-507,20,id-263,4,0,
id-507,20,id-270,1,42,
id-507,20,id-270,4,0,
id-507,20,id-304,4,0,
id-507,20,id-317,4,0,
id-507,20,id-371,4,0,
id-507,20,id-387,1,60,
id-507,20,id-416,1,66,
id-507,20,id-416,4,0,
id-507,20,id-422,4,0,
id-507,20,id-423,4,0,
id-507,20,id-424,4,0,
id-507,20,id-496,4,0,
id-507,20,id-514,1,12,
id-507,20,id-514,4,0,
id-507,20,id-526,1,1,3.0
id-507,20,id-526,4,0,
id-507,20,id-528,4,0,
id-507,20,id-555,4,0,
id-507,20,id-583,1,24,
id-507,20,id-583,4,0,
id-507,20,id-608,1,19,
id-507,20,id-706,4,0,
id-508,20,id-33,1,1,4.0
id-508,20,id-36,1,38,
id-508,20,id-43,1,1,5.0
id-508,20,id-44,1,1,7.0
id-508,20,id-46,1,62,
id-508,20,id-57,4,0,
id-508,20,id-63,4,0,
id-508,20,id-85,4,0,
id-508,20,id-86,4,0,
id-508,20,id-87,4,0,
id-508,20,id-91,4,0,
id-508,20,id-156,4,0,
id-508,20,id-164,4,0,
id-508,20,id-173,4,0,
id-508,20,id-179,1,54,
id-508,20,id-179,4,0,
id-508,20,id-182,4,0,
id-508,20,id-203,4,0,
id-508,20,id-204,4,0,
id-508,20,id-213,4,0,
id-508,20,id-214,4,0,
id-508,20,id-240,4,0,
id-508,20,id-241,4,0,
id-508,20,id-242,1,30,
id-508,20,id-242,4,0,
id-508,20,id-247,4,0,
id-508,20,id-253,4,0,
id-508,20,id-263,4,0,
id-508,20,id-270,1,46,
id-508,20,id-270,4,0,
id-508,20,id-276,4,0,
id-508,20,id-304,4,0,
id-508,20,id-317,4,0,
id-508,20,id-371,4,0,
id-508,20,id-387,1,70,
id-508,20,id-416,1,78,
id-508,20,id-416,4,0,
id-508,20,id-422,1,1,3.0
id-508,20,id-422,4,0,
id-508,20,id-423,1,1,1.0
id-508,20,id-423,4,0,
id-508,20,id-424,1,1,2.0
id-508,20,id-424,4,0,
id-508,20,id-442,4,0,
id-508,20,id-496,4,0,
id-508,20,id-514,1,12,
id-508,20,id-514,4,0,
id-508,20,id-526,1,1,6.0
id-508,20,id-526,4,0,
id-508,20,id-528,4,0,
id-508,20,id-555,4,0,
id-508,20,id-583,1,24,
id-508,20,id-583,4,0,
id-508,20,id-608,1,19,
id-508,20,id-706,4,0,
id-508,20,id-707,4,0,
id-509,20,id-6,4,0,
id-509,20,id-10,1,1,1.0
id-509,20,id-28,1,4,
id-509,20,id-45,1,1,2.0
id-509,20,id-86,4,0,
id-509,20,id-98,2,0,
id-509,20,id-103,4,0,
id-509,20,id-104,2,0,
id-509,20,id-129,4,0,
id-509,20,id-154,1,12,
id-509,20,id-156,4,0,
id-509,20,id-163,2,0,
id-509,20,id-164,4,0,
id-509,20,id-168,4,0,
id-509,20,id-173,4,0,
id-509,20,id-182,4,0,
id-509,20,id-203,4,0,
id-509,20,id-204,4,0,
id-509,20,id-213,4,0,
id-509,20,id-214,4,0,
id-509,20,id-226,4,0,
id-509,20,id-227,4,0,
id-509,20,id-231,4,0,
id-509,20,id-240,4,0,
id-509,20,id-241,4,0,
id-509,20,id-247,4,0,
id-509,20,id-252,1,5,
id-509,20,id-259,1,16,
id-509,20,id-263,4,0,
id-509,20,id-269,4,0,
id-509,20,id-271,4,0,
id-509,20,id-281,2,0,
id-509,20,id-304,4,0,
id-509,20,id-313,4,0,
id-509,20,id-343,2,0,
id-509,20,id-369,4,0,
id-509,20,id-371,4,0,
id-509,20,id-372,1,21,
id-509,20,id-372,4,0,
id-509,20,id-383,2,0,
id-509,20,id-389,1,28,
id-509,20,id-399,4,0,
id-509,20,id-400,1,36,
id-509,20,id-402,4,0,
id-509,20,id-417,1,32,
id-509,20,id-417,4,0,
id-509,20,id-421,4,0,
id-509,20,id-441,4,0,
id-509,20,id-447,4,0,
id-509,20,id-468,1,24,
id-509,20,id-492,4,0,
id-509,20,id-496,4,0,
id-509,20,id-555,4,0,
id-509,20,id-583,1,40,
id-509,20,id-583,4,0,
id-509,20,id-808,3,0,
id-510,20,id-6,4,0,
id-510,20,id-10,1,1,1.0
id-510,20,id-28,1,1,3.0
id-510,20,id-45,1,1,2.0
id-510,20,id-63,4,0,
id-510,20,id-86,4,0,
id-510,20,id-103,4,0,
id-510,20,id-129,4,0,
id-510,20,id-154,1,12,
id-510,20,id-156,4,0,
id-510,20,id-164,4,0,
id-510,20,id-168,4,0,
id-510,20,id-173,4,0,
id-510,20,id-182,4,0,
id-510,20,id-203,4,0,
id-510,20,id-204,4,0,
id-510,20,id-213,4,0,
id-510,20,id-214,4,0,
id-510,20,id-226,4,0,
id-510,20,id-227,4,0,
id-510,20,id-231,4,0,
id-510,20,id-240,4,0,
id-510,20,id-241,4,0,
id-510,20,id-247,4,0,
id-510,20,id-252,1,1,4.0
id-510,20,id-259,1,16,
id-510,20,id-263,4,0,
id-510,20,id-269,4,0,
id-510,20,id-271,4,0,
id-510,20,id-304,4,0,
id-510,20,id-313,4,0,
id-510,20,id-369,4,0,
id-510,20,id-371,4,0,
id-510,20,id-372,1,23,
id-510,20,id-372,4,0,
id-510,20,id-389,1,34,
id-510,20,id-399,4,0,
id-510,20,id-400,1,46,
id-510,20,id-402,4,0,
id-510,20,id-416,4,0,
id-510,20,id-417,1,40,
id-510,20,id-417,4,0,
id-510,20,id-421,4,0,
id-510,20,id-427,4,0,
id-510,20,id-441,4,0,
id-510,20,id-447,4,0,
id-510,20,id-468,1,28,
id-510,20,id-492,4,0,
id-510,20,id-496,4,0,
id-510,20,id-555,4,0,
id-510,20,id-583,1,52,
id-510,20,id-583,4,0,
id-510,20,id-675,4,0,
id-510,20,id-806,3,0,
id-510,20,id-807,3,0,
id-510,20,id-808,3,0,
id-517,20,id-60,1,8,
id-517,20,id-86,4,0,
id-517,20,id-94,1,36,
id-517,20,id-94,4,0,
id-517,20,id-95,1,4,
id-517,20,id-111,1,1,2.0
id-517,20,id-113,4,0,
id-517,20,id-115,4,0,
id-517,20,id-129,4,0,
id-517,20,id-133,4,0,
id-517,20,id-138,1,44,
id-517,20,id-156,4,0,
id-517,20,id-157,4,0,
id-517,20,id-164,4,0,
id-517,20,id-173,4,0,
id-517,20,id-174,2,0,
id-517,20,id-182,4,0,
id-517,20,id-203,4,0,
id-517,20,id-213,4,0,
id-517,20,id-214,4,0,
id-517,20,id-219,4,0,
id-517,20,id-236,1,16,
id-517,20,id-240,4,0,
id-517,20,id-247,4,0,
id-517,20,id-248,1,48,
id-517,20,id-248,4,0,
id-517,20,id-263,4,0,
id-517,20,id-270,4,0,
id-517,20,id-271,4,0,
id-517,20,id-277,1,20,
id-517,20,id-281,1,32,
id-517,20,id-285,4,0,
id-517,20,id-286,1,12,
id-517,20,id-286,4,0,
id-517,20,id-317,4,0,
id-517,20,id-347,1,28,
id-517,20,id-347,4,0,
id-517,20,id-360,4,0,
id-517,20,id-361,2,0,
id-517,20,id-384,4,0,
id-517,20,id-385,4,0,
id-517,20,id-412,4,0,
id-517,20,id-428,1,24,
id-517,20,id-428,4,0,
id-517,20,id-433,4,0,
id-517,20,id-472,1,52,
id-517,20,id-472,4,0,
id-517,20,id-473,4,0,
id-517,20,id-496,4,0,
id-517,20,id-500,1,1,1.0
id-517,20,id-500,4,0,
id-517,20,id-502,4,0,
id-517,20,id-585,1,40,
id-517,20,id-605,4,0,
id-517,20,id-797,3,0,
id-518,20,id-60,1,1,16.0
id-518,20,id-63,4,0,
id-518,20,id-86,4,0,
id-518,20,id-94,1,1,8.0
id-518,20,id-94,4,0,
id-518,20,id-95,1,1,15.0
id-518,20,id-111,1,1,14.0
id-518,20,id-113,4,0,
id-518,20,id-115,4,0,
id-518,20,id-129,4,0,
id-518,20,id-133,4,0,
id-518,20,id-138,1,1,10.0
id-518,20,id-156,4,0,
id-518,20,id-157,4,0,
id-518,20,id-164,4,0,
id-518,20,id-173,4,0,
id-518,20,id-182,4,0,
id-518,20,id-203,4,0,
id-518,20,id-213,4,0,
id-518,20,id-214,4,0,
id-518,20,id-219,4,0,
id-518,20,id-236,1,1,3.0
id-518,20,id-240,4,0,
id-518,20,id-247,4,0,
id-518,20,id-248,1,1,11.0
id-518,20,id-248,4,0,
id-518,20,id-263,4,0,
id-518,20,id-270,4,0,
id-518,20,id-271,4,0,
id-518,20,id-277,1,1,4.0
id-518,20,id-281,1,1,7.0
id-518,20,id-285,4,0,
id-518,20,id-286,1,1,2.0
id-518,20,id-286,4,0,
id-518,20,id-317,4,0,
id-518,20,id-347,1,1,6.0
id-518,20,id-347,4,0,
id-518,20,id-360,4,0,
id-518,20,id-384,4,0,
id-518,20,id-385,4,0,
id-518,20,id-412,4,0,
id-518,20,id-416,4,0,
id-518,20,id-428,1,1,5.0
id-518,20,id-428,4,0,
id-518,20,id-433,4,0,
id-518,20,id-472,1,1,12.0
id-518,20,id-472,4,0,
id-518,20,id-473,4,0,
id-518,20,id-496,4,0,
id-518,20,id-500,1,1,13.0
id-518,20,id-500,4,0,
id-518,20,id-502,4,0,
id-518,20,id-585,1,1,9.0
id-518,20,id-605,4,0,
id-518,20,id-678,1,1,1.0
id-518,20,id-678,4,0,
id-518,20,id-797,3,0,
id-518,20,id-802,3,0,
id-519,20,id-16,1,1,1.0
id-519,20,id-19,4,0,
id-519,20,id-43,1,4,
id-519,20,id-45,1,1,2.0
id-519,20,id-95,2,0,
id-519,20,id-97,4,0,
id-519,20,id-98,1,8,
id-519,20,id-116,4,0,
id-519,20,id-129,4,0,
id-519,20,id-143,1,44,
id-519,20,id-156,4,0,
id-519,20,id-164,4,0,
id-519,20,id-173,4,0,
id-519,20,id-182,4,0,
id-519,20,id-197,1,28,
id-519,20,id-203,4,0,
id-519,20,id-207,1,20,
id-519,20,id-211,4,0,
id-519,20,id-213,4,0,
id-519,20,id-214,4,0,
id-519,20,id-234,2,0,
id-519,20,id-240,4,0,
id-519,20,id-241,4,0,
id-519,20,id-253,4,0,
