move,local_language,name
id-651,11,レイジングジオフリーズ
id-651,12,激狂大地万里冰
id-652,1,アルティメットドラゴンバーン
id-652,3,얼티메이트드래곤번
id-652,4,究極巨龍震天地
id-652,5,Chaos Draconique
id-652,6,Drastisches Drachendröhnen
id-652,7,Dracoaliento Devastador
id-652,8,Dragoschianto Finale
id-652,9,Devastating Drake
id-652,11,アルティメットドラゴンバーン
id-652,12,究极巨龙震天地
id-653,1,アルティメットドラゴンバーン
id-653,3,얼티메이트드래곤번
id-653,4,究極巨龍震天地
id-653,5,Chaos Draconique
id-653,6,Drastisches Drachendröhnen
id-653,7,Dracoaliento Devastador
id-653,8,Dragoschianto Finale
id-653,9,Devastating Drake
id-653,11,アルティメットドラゴンバーン
id-653,12,究极巨龙震天地
id-654,1,ブラックホールイクリプス
id-654,3,블랙홀이클립스
id-654,4,黑洞吞噬萬物滅
id-654,5,Trou Noir des Ombres
id-654,6,Schwarzes Loch des Grauens
id-654,7,Agujero Negro Aniquilador
id-654,8,Buco Nero del Non Ritorno
id-654,9,Black Hole Eclipse
id-654,11,ブラックホールイクリプス
id-654,12,黑洞吞噬万物灭
id-655,1,ブラックホールイクリプス
id-655,3,블랙홀이클립스
id-655,4,黑洞吞噬萬物滅
id-655,5,Trou Noir des Ombres
id-655,6,Schwarzes Loch des Grauens
id-655,7,Agujero Negro Aniquilador
id-655,8,Buco Nero del Non Ritorno
id-655,9,Black Hole Eclipse
id-655,11,ブラックホールイクリプス
id-655,12,黑洞吞噬万物灭
id-656,1,ラブリースターインパクト
id-656,3,러블리스타임팩트
id-656,4,可愛星星飛天撞
id-656,5,Impact Choupinova
id-656,6,Entzückender Sternenstoß
id-656,7,Arrumaco Sideral
id-656,8,Astroimpatto Fatato
id-656,9,Twinkle Tackle
id-656,11,ラブリースターインパクト
id-656,12,可爱星星飞天撞
id-657,1,ラブリースターインパクト
id-657,3,러블리스타임팩트
id-657,4,可愛星星飛天撞
id-657,5,Impact Choupinova
id-657,6,Entzückender Sternenstoß
id-657,7,Arrumaco Sideral
id-657,8,Astroimpatto Fatato
id-657,9,Twinkle Tackle
id-657,11,ラブリースターインパクト
id-657,12,可爱星星飞天撞
id-658,1,ひっさつのピカチュート
id-658,3,필살피카슛
id-658,4,皮卡皮卡必殺擊
id-658,5,Pikachute Foudroyante
id-658,6,Perfektes Pika-Projektil
id-658,7,Pikavoltio Letal
id-658,8,Super Pikaboom
id-658,9,Catastropika
id-658,11,ひっさつのピカチュート
id-658,12,皮卡皮卡必杀击
id-659,1,すなあつめ
id-659,3,모래모으기
id-659,4,集沙
id-659,5,Amass’Sable
id-659,6,Sandsammler
id-659,7,Recogearena
id-659,8,Sabbiaccumulo
id-659,9,Shore Up
id-659,11,すなあつめ
id-659,12,集沙
id-660,1,であいがしら
id-660,3,만나자마자
id-660,4,迎頭一擊
id-660,5,Escarmouche
id-660,6,Überrumpler
id-660,7,Escaramuza
id-660,8,Schermaglia
id-660,9,First Impression
id-660,11,であいがしら
id-660,12,迎头一击
id-661,1,トーチカ
id-661,3,토치카
id-661,4,碉堡
id-661,5,Blockhaus
id-661,6,Bunker
id-661,7,Búnker
id-661,8,Fortino
id-661,9,Baneful Bunker
id-661,11,トーチカ
id-661,12,碉堡
id-662,1,かげぬい
id-662,3,그림자꿰매기
id-662,4,縫影
id-662,5,Tisse Ombre
id-662,6,Schattenfessel
id-662,7,Puntada Sombría
id-662,8,Cucitura d’Ombra
id-662,9,Spirit Shackle
id-662,11,かげぬい
id-662,12,缝影
id-663,1,ＤＤラリアット
id-663,3,DD래리어트
id-663,4,ＤＤ金勾臂
id-663,5,Dark Lariat
id-663,6,Dark Lariat
id-663,7,Lariat Oscuro
id-663,8,Braccioteso
id-663,9,Darkest Lariat
id-663,11,ＤＤラリアット
id-663,12,ＤＤ金勾臂
id-664,1,うたかたのアリア
id-664,3,물거품아리아
id-664,4,泡影的詠歎調
id-664,5,Aria de l’Écume
id-664,6,Schaumserenade
id-664,7,Aria Burbuja
id-664,8,Canto Effimero
id-664,9,Sparkling Aria
id-664,11,うたかたのアリア
id-664,12,泡影的咏叹调
id-665,1,アイスハンマー
id-665,3,아이스해머
id-665,4,冰錘
id-665,5,Marteau de Glace
id-665,6,Eishammer
id-665,7,Martillo Hielo
id-665,8,Martelgelo
id-665,9,Ice Hammer
id-665,11,アイスハンマー
id-665,12,冰锤
id-666,1,フラワーヒール
id-666,3,플라워힐
id-666,4,花療
id-666,5,Soin Floral
id-666,6,Florakur
id-666,7,Cura Floral
id-666,8,Cura Floreale
id-666,9,Floral Healing
id-666,11,フラワーヒール
id-666,12,花疗
id-667,1,１０まんばりき
id-667,3,10만마력
id-667,4,十萬馬力
id-667,5,Cavalerie Lourde
id-667,6,Pferdestärke
id-667,7,Fuerza Equina
id-667,8,Forza Equina
id-667,9,High Horsepower
id-667,11,１０まんばりき
id-667,12,十万马力
id-668,1,ちからをすいとる
id-668,3,힘흡수
id-668,4,吸取力量
id-668,5,Vole-Force
id-668,6,Kraftabsorber
id-668,7,Absorbefuerza
id-668,8,Assorbiforza
id-668,9,Strength Sap
id-668,11,ちからをすいとる
id-668,12,吸取力量
id-669,1,ソーラーブレード
id-669,3,솔라블레이드
id-669,4,日光刃
id-669,5,Lame Solaire
id-669,6,Solarklinge
id-669,7,Cuchilla Solar
id-669,8,Lama Solare
id-669,9,Solar Blade
id-669,11,ソーラーブレード
id-669,12,日光刃
id-670,1,このは
id-670,3,나뭇잎
id-670,4,樹葉
id-670,5,Feuillage
id-670,6,Blattwerk
id-670,7,Follaje
id-670,8,Fogliame
id-670,9,Leafage
id-670,11,このは
id-670,12,树叶
id-671,1,スポットライト
id-671,3,스포트라이트
id-671,4,聚光燈
id-671,5,Projecteur
id-671,6,Rampenlicht
id-671,7,Foco
id-671,8,Riflettore
id-671,9,Spotlight
id-671,11,スポットライト
id-671,12,聚光灯
id-672,1,どくのいと
id-672,3,독실
id-672,4,毒絲
id-672,5,Fil Toxique
id-672,6,Giftfaden
id-672,7,Hilo Venenoso
id-672,8,Velenotela
id-672,9,Toxic Thread
id-672,11,どくのいと
id-672,12,毒丝
id-673,1,とぎすます
id-673,3,예민해지기
id-673,4,磨礪
id-673,5,Affilage
id-673,6,Konzentration
id-673,7,Aguzar
id-673,8,Concentrazione
id-673,9,Laser Focus
id-673,11,とぎすます
id-673,12,磨砺
id-674,1,アシストギア
id-674,3,어시스트기어
id-674,4,輔助齒輪
id-674,5,Engrenage
id-674,6,Hilfsmechanik
id-674,7,Piñón Auxiliar
id-674,8,Marciainpiù
id-674,9,Gear Up
id-674,11,アシストギア
id-674,12,辅助齿轮
id-675,1,じごくづき
id-675,3,지옥찌르기
id-675,4,地獄突刺
id-675,5,Exécu-Son
id-675,6,Neck Strike
id-675,7,Golpe Mordaza
id-675,8,Colpo Infernale
id-675,9,Throat Chop
id-675,11,じごくづき
id-675,12,地狱突刺
id-676,1,かふんだんご
id-676,3,꽃가루경단
id-676,4,花粉團
id-676,5,Boule Pollen
id-676,6,Pollenknödel
id-676,7,Bola de Polen
id-676,8,Sferapolline
id-676,9,Pollen Puff
id-676,11,かふんだんご
id-676,12,花粉团
id-677,1,アンカーショット
id-677,3,앵커숏
id-677,4,擲錨
id-677,5,Ancrage
id-677,6,Ankerschuss
id-677,7,Anclaje
id-677,8,Colpo d’Ancora
id-677,9,Anchor Shot
id-677,11,アンカーショット
id-677,12,掷锚
id-678,1,サイコフィールド
id-678,3,사이코필드
id-678,4,精神場地
id-678,5,Champ Psychique
id-678,6,Psychofeld
id-678,7,Campo Psíquico
id-678,8,Campo Psichico
id-678,9,Psychic Terrain
id-678,11,サイコフィールド
id-678,12,精神场地
id-679,1,とびかかる
id-679,3,덤벼들기
id-679,4,猛撲
id-679,5,Furie-Bond
id-679,6,Anfallen
id-679,7,Plancha
id-679,8,Assalto
id-679,9,Lunge
id-679,11,とびかかる
id-679,12,猛扑
id-680,1,ほのおのムチ
id-680,3,불꽃채찍
id-680,4,火焰鞭
id-680,5,Fouet de Feu
id-680,6,Feuerpeitsche
id-680,7,Látigo Ígneo
id-680,8,Frusta di Fuoco
id-680,9,Fire Lash
id-680,11,ほのおのムチ
id-680,12,火焰鞭
id-681,1,つけあがる
id-681,3,기어오르기
id-681,4,囂張
id-681,5,Arrogance
id-681,6,Überheblichkeit
id-681,7,Chulería
id-681,8,Tracotanza
id-681,9,Power Trip
id-681,11,つけあがる
id-681,12,嚣张
id-682,1,もえつきる
id-682,3,불사르기
id-682,4,燃盡
id-682,5,Flamme Ultime
id-682,6,Ausbrennen
id-682,7,Llama Final
id-682,8,Ultima Fiamma
id-682,9,Burn Up
id-682,11,もえつきる
id-682,12,燃尽
id-683,1,スピードスワップ
id-683,3,스피드스웹
id-683,4,速度互換
id-683,5,Permuvitesse
id-683,6,Initiativetausch
id-683,7,Cambiavelocidad
id-683,8,Velociscambio
id-683,9,Speed Swap
id-683,11,スピードスワップ
id-683,12,速度互换
id-684,1,スマートホーン
id-684,3,스마트호른
id-684,4,修長之角
id-684,5,Estocorne
id-684,6,Schmalhorn
id-684,7,Cuerno Certero
id-684,8,Sottilcorno
id-684,9,Smart Strike
id-684,11,スマートホーン
id-684,12,修长之角
id-685,1,じょうか
id-685,3,정화
id-685,4,淨化
id-685,5,Purification
id-685,6,Läuterung
id-685,7,Purificación
id-685,8,Purificazione
id-685,9,Purify
id-685,11,じょうか
id-685,12,净化
id-686,1,めざめるダンス
id-686,3,잠재댄스
id-686,4,覺醒之舞
id-686,5,Danse Éveil
id-686,6,Wecktanz
id-686,7,Danza Despertar
id-686,8,Mutadanza
id-686,9,Revelation Dance
id-686,11,めざめるダンス
id-686,12,觉醒之舞
id-687,1,コアパニッシャー
id-687,3,코어퍼니셔
id-687,4,核心懲罰者
id-687,5,Sanction Suprême
id-687,6,Sanktionskern
id-687,7,Núcleo Castigo
id-687,8,Nucleocastigo
id-687,9,Core Enforcer
id-687,11,コアパニッシャー
id-687,12,核心惩罚者
id-688,1,トロピカルキック
id-688,3,트로피컬킥
id-688,4,熱帶踢
id-688,5,Botte Sucrette
id-688,6,Tropenkick
id-688,7,Patada Tropical
id-688,8,Tropicalcio
id-688,9,Trop Kick
id-688,11,トロピカルキック
id-688,12,热带踢
id-689,1,さいはい
id-689,3,지휘
id-689,4,號令
id-689,5,Sommation
id-689,6,Kommando
id-689,7,Mandato
id-689,8,Imposizione
id-689,9,Instruct
id-689,11,さいはい
id-689,12,号令
id-690,1,くちばしキャノン
id-690,3,부리캐논
id-690,4,鳥嘴加農炮
id-690,5,Bec-Canon
id-690,6,Schnabelkanone
id-690,7,Pico Cañón
id-690,8,Cannonbecco
id-690,9,Beak Blast
id-690,11,くちばしキャノン
id-690,12,鸟嘴加农炮
id-691,1,スケイルノイズ
id-691,3,스케일노이즈
id-691,4,鱗片噪音
id-691,5,Vibrécaille
id-691,6,Schuppenrasseln
id-691,7,Fragor Escamas
id-691,8,Clamorsquame
id-691,9,Clanging Scales
id-691,11,スケイルノイズ
id-691,12,鳞片噪音
id-692,1,ドラゴンハンマー
id-692,3,드래곤해머
id-692,4,龍錘
id-692,5,Draco-Marteau
id-692,6,Drachenhammer
id-692,7,Martillo Dragón
id-692,8,Marteldrago
id-692,9,Dragon Hammer
id-692,11,ドラゴンハンマー
id-692,12,龙锤
id-693,1,ぶんまわす
id-693,3,세차게휘두르기
id-693,4,狂舞揮打
id-693,5,Centrifugifle
id-693,6,Wirbler
id-693,7,Giro Vil
id-693,8,Vorticolpo
id-693,9,Brutal Swing
id-693,11,ぶんまわす
id-693,12,狂舞挥打
id-694,1,オーロラベール
id-694,3,오로라베일
id-694,4,極光幕
id-694,5,Voile Aurore
id-694,6,Auroraschleier
id-694,7,Velo Aurora
id-694,8,Velaurora
id-694,9,Aurora Veil
id-694,11,オーロラベール
id-694,12,极光幕
id-695,1,シャドーアローズストライク
id-695,3,섀도애로우즈스트라이크
id-695,4,遮天蔽日暗影箭
id-695,5,Fureur des Plumes Spectrales
id-695,6,Schatten-Pfeilregen
id-695,7,Aluvión de Flechas Sombrías
id-695,8,Dardoassalto Spettrale
id-695,9,Sinister Arrow Raid
id-695,11,シャドーアローズストライク
id-695,12,遮天蔽日暗影箭
id-696,1,ハイパーダーククラッシャー
id-696,3,하이퍼다크크러셔
id-696,4,極惡飛躍粉碎擊
id-696,5,Dark Body Press
id-696,6,Hyper Dark Crusher
id-696,7,Hiperplancha Oscura
id-696,8,Iperschianto delle Tenebre
id-696,9,Malicious Moonsault
id-696,11,ハイパーダーククラッシャー
id-696,12,极恶飞跃粉碎击
id-697,1,わだつみのシンフォニア
id-697,3,바다의심포니
id-697,4,海神莊嚴交響樂
id-697,5,Symphonie des Ondines
id-697,6,Grandiose Meeressymphonie
id-697,7,Sinfonía de la Diva Marina
id-697,8,Sinfonia del Mare
id-697,9,Oceanic Operetta
id-697,11,わだつみのシンフォニア
id-697,12,海神庄严交响乐
id-698,1,ガーディアン・デ・アローラ
id-698,3,알로라의수호자
id-698,4,巨人衛士・阿羅拉
id-698,5,Colère du Gardien d’Alola
id-698,6,Alolas Wächter
id-698,7,Cólera del Guardián
id-698,8,Collera del Guardiano
id-698,9,Guardian of Alola
id-698,11,ガーディアン・デ・アローラ
id-698,12,巨人卫士・阿罗拉
id-699,1,しちせいだっこんたい
id-699,3,칠성탈혼퇴
id-699,4,七星奪魂腿
id-699,5,Fauche-Âme des Sept Étoiles
id-699,6,Sternbild des Seelenraubes
id-699,7,Constelación Robaalmas
id-699,8,Colpo Eptastellare Rubanima
id-699,9,Soul-Stealing 7-Star Strike
id-699,11,しちせいだっこんたい
id-699,12,七星夺魂腿
id-700,1,ライトニングサーフライド
id-700,3,라이트닝서프라이드
id-700,4,駕雷馭電戲衝浪
id-700,5,Électro-Surf Survolté
id-700,6,Blitz-Wellenritt
id-700,7,Surfeo Galvánico
id-700,8,Elettrosurf Folgorante
id-700,9,Stoked Sparksurfer
id-700,11,ライトニングサーフライド
id-700,12,驾雷驭电戏冲浪
id-701,1,ほんきをだす　こうげき
id-701,3,진심의공격
id-701,4,認真起來大爆擊
id-701,5,Gare au Ronflex
id-701,6,Schluss mit lustig
id-701,7,Arrojo Intempestivo
id-701,8,Adesso Faccio sul Serio
id-701,9,Pulverizing Pancake
id-701,11,ほんきをだす　こうげき
id-701,12,认真起来大爆击
id-702,1,ナインエボルブースト
id-702,3,나인이볼부스트
id-702,4,九彩昇華齊聚頂
id-702,5,Neuf pour Un
id-702,6,Macht der Neun
id-702,7,Novena Potencia
id-702,8,Potenziamento Eevolutivo
id-702,9,Extreme Evoboost
id-702,11,ナインエボルブースト
id-702,12,九彩升华齐聚顶
id-703,1,オリジンズスーパーノヴァ
id-703,3,오리진즈슈퍼노바
id-703,4,起源超新星大爆炸
id-703,5,Supernova Originelle
id-703,6,Supernova des Ursprungs
id-703,7,Supernova Original
id-703,8,Supernova delle Origini
id-703,9,Genesis Supernova
id-703,11,オリジンズスーパーノヴァ
id-703,12,起源超新星大爆炸
id-704,1,トラップシェル
id-704,3,트랩셸
id-704,4,陷阱甲殼
id-704,5,Carapiège
id-704,6,Panzerfalle
id-704,7,Coraza Trampa
id-704,8,Gusciotrappola
id-704,9,Shell Trap
id-704,11,トラップシェル
id-704,12,陷阱甲壳
id-705,1,フルールカノン
id-705,3,플뢰르캐논
id-705,4,花朵加農炮
id-705,5,Canon Floral
id-705,6,Kanonenbouquet
id-705,7,Cañón Floral
id-705,8,Cannonfiore
id-705,9,Fleur Cannon
id-705,11,フルールカノン
id-705,12,花朵加农炮
id-706,1,サイコファング
id-706,3,사이코팽
id-706,4,精神之牙
id-706,5,Psycho-Croc
id-706,6,Psychobeißer
id-706,7,Psicocolmillo
id-706,8,Psicozanna
id-706,9,Psychic Fangs
id-706,11,サイコファング
id-706,12,精神之牙
id-707,1,じだんだ
id-707,3,분함의발구르기
id-707,4,跺腳
id-707,5,Trépignement
id-707,6,Fruststampfer
id-707,7,Pataleta
id-707,8,Battipiedi
id-707,9,Stomping Tantrum
id-707,11,じだんだ
id-707,12,跺脚
id-708,1,シャドーボーン
id-708,3,섀도본
id-708,4,暗影之骨
id-708,5,Os Ombre
id-708,6,Schattenknochen
id-708,7,Hueso Sombrío
id-708,8,Ossotetro
id-708,9,Shadow Bone
id-708,11,シャドーボーン
id-708,12,暗影之骨
id-709,1,アクセルロック
id-709,3,액셀록
id-709,4,衝岩
id-709,5,Vif Roc
id-709,6,Turbofelsen
id-709,7,Roca Veloz
id-709,8,Rocciarapida
id-709,9,Accelerock
id-709,11,アクセルロック
id-709,12,冲岩
id-710,1,アクアブレイク
id-710,3,아쿠아브레이크
id-710,4,水流裂破
id-710,5,Aqua-Brèche
id-710,6,Aquadurchstoß
id-710,7,Hidroariete
id-710,8,Idrobreccia
id-710,9,Liquidation
id-710,11,アクアブレイク
id-710,12,水流裂破
id-711,1,プリズムレーザー
id-711,3,프리즘레이저
id-711,4,稜鏡鐳射
id-711,5,Laser Prisme
id-711,6,Prisma-Laser
id-711,7,Láser Prisma
id-711,8,Prismalaser
id-711,9,Prismatic Laser
id-711,11,プリズムレーザー
id-711,12,棱镜镭射
id-712,1,シャドースチール
id-712,3,섀도스틸
id-712,4,暗影偷盜
id-712,5,Clepto-Mânes
id-712,6,Diebesschatten
id-712,7,Robasombra
id-712,8,Ombrafurto
id-712,9,Spectral Thief
id-712,11,シャドースチール
id-712,12,暗影偷盗
id-713,1,メテオドライブ
id-713,3,메테오드라이브
id-713,4,流星閃衝
id-713,5,Choc Météore
id-713,6,Stahlgestirn
id-713,7,Meteoimpacto
id-713,8,Astrocarica
id-713,9,Sunsteel Strike
id-713,11,メテオドライブ
id-713,12,流星闪冲
id-714,1,シャドーレイ
id-714,3,섀도레이
id-714,4,暗影之光
id-714,5,Rayon Spectral
id-714,6,Schattenstrahl
id-714,7,Rayo Umbrío
id-714,8,Raggio d’Ombra
id-714,9,Moongeist Beam
id-714,11,シャドーレイ
id-714,12,暗影之光
id-715,1,なみだめ
id-715,3,눈물그렁그렁
id-715,4,淚眼汪汪
id-715,5,Larme à l’Œil
id-715,6,Tränendrüse
id-715,7,Ojos Llorosos
id-715,8,Occhionilucidi
id-715,9,Tearful Look
id-715,11,なみだめ
id-715,12,泪眼汪汪
id-716,1,びりびりちくちく
id-716,3,찌리리따끔따끔
id-716,4,麻麻刺刺
id-716,5,Électrikipik
id-716,6,Elektropikser
id-716,7,Electropunzada
id-716,8,Elettropizzico
id-716,9,Zing Zap
id-716,11,びりびりちくちく
id-716,12,麻麻刺刺
id-717,1,しぜんのいかり
id-717,3,자연의분노
id-717,4,自然之怒
id-717,5,Ire de la Nature
id-717,6,Naturzorn
id-717,7,Furia Natural
id-717,8,Ira della Natura
id-717,9,Nature’s Madness
id-717,11,しぜんのいかり
id-717,12,自然之怒
id-718,1,マルチアタック
id-718,3,멀티어택
id-718,4,多屬性攻擊
id-718,5,Coup Varia-Type
id-718,6,Multi-Angriff
id-718,7,Multiataque
id-718,8,Multiattacco
id-718,9,Multi-Attack
id-718,11,マルチアタック
id-718,12,多属性攻击
id-719,1,１０００まんボルト
id-719,3,1000만볼트
id-719,4,千萬伏特
id-719,5,Giga-Tonnerre
id-719,6,Tausendfacher Donnerblitz
id-719,7,Gigarrayo Fulminante
id-719,8,Iperfulmine
id-719,9,"10,000,000 Volt Thunderbolt"
id-719,11,１０００まんボルト
id-719,12,千万伏特
id-720,1,ビックリヘッド
id-720,3,깜짝헤드
id-720,4,驚爆大頭
id-720,5,Caboche-Kaboum
id-720,6,Knallkopf
id-720,7,Cabeza Sorpresa
id-720,8,Sbalorditesta
id-720,9,Mind Blown
id-720,11,ビックリヘッド
id-720,12,惊爆大头
id-721,1,プラズマフィスト
id-721,3,플라스마피스트
id-721,4,等離子閃電拳
id-721,5,Plasma Punch
id-721,6,Plasmafäuste
id-721,7,Puños Plasma
id-721,8,Pugni Plasma
id-721,9,Plasma Fists
id-721,11,プラズマフィスト
id-721,12,等离子闪电拳
id-722,1,フォトンゲイザー
id-722,3,포톤가이저
id-722,4,光子噴湧
id-722,5,Photo-Geyser
id-722,6,Photonen-Geysir
id-722,7,Géiser Fotónico
id-722,8,Geyser Fotonico
id-722,9,Photon Geyser
id-722,11,フォトンゲイザー
id-722,12,光子喷涌
id-723,1,てんこがすめつぼうのひかり
id-723,3,하늘을태우는멸망의빛
id-723,4,焚天滅世熾光爆
id-723,5,Apocalypsis Luminis
id-723,6,Licht des Erlöschens
id-723,7,Fotodestrucción Apocalíptica
id-723,8,Fotodistruzione Apocalittica
id-723,9,Light That Burns the Sky
id-723,11,てんこがすめつぼうのひかり
id-723,12,焚天灭世炽光爆
id-724,1,サンシャインスマッシャー
id-724,3,선샤인스매셔
id-724,4,日光迴旋下蒼穹
id-724,5,Hélio-Choc Dévastateur
id-724,6,Schmetternde Sonnenwalze
id-724,7,Embestida Solar
id-724,8,Supercollisione Solare
id-724,9,Searing Sunraze Smash
id-724,11,サンシャインスマッシャー
id-724,12,日光回旋下苍穹
id-725,1,ムーンライトブラスター
id-725,3,문라이트블래스터
id-725,4,月華飛濺落靈霄
id-725,5,Rayons Séléno-Explosifs
id-725,6,Geballter Mondlaser
id-725,7,Deflagración Lunar
id-725,8,Deflagrazione Lunare
id-725,9,Menacing Moonraze Maelstrom
id-725,11,ムーンライトブラスター
id-725,12,月华飞溅落灵霄
id-726,1,ぽかぼかフレンドタイム
id-726,3,투닥투닥프렌드타임
id-726,4,親密無間大亂揍
id-726,5,Patati-Patattrape
id-726,6,Herzliche Knuddelkloppe
id-726,7,Somanta Amistosa
id-726,8,Dolcesacco di Botte
id-726,9,Let’s Snuggle Forever
id-726,11,ぽかぼかフレンドタイム
id-726,12,亲密无间大乱揍
id-727,1,ラジアルエッジストーム
id-727,3,레이디얼에지스톰
id-727,4,狼嘯石牙颶風暴
id-727,5,Hurlement des Roches-Lames
id-727,6,Fataler Steinregen
id-727,7,Tempestad Rocosa
id-727,8,Litotempesta Radiale
id-727,9,Splintered Stormshards
id-727,11,ラジアルエッジストーム
id-727,12,狼啸石牙飓风暴
id-728,1,ブレイジングソウルビート
id-728,3,브레이징소울비트
id-728,4,熾魂熱舞烈音爆
id-728,5,Dracacophonie Flamboyante
id-728,6,Rasselnder Seelentanz
id-728,7,Estruendo Implacable
id-728,8,Dracofonia Divampante
id-728,9,Clangorous Soulblaze
id-728,11,ブレイジングソウルビート
id-728,12,炽魂热舞烈音爆
id-729,1,ばちばちアクセル
id-729,3,파찌파찌액셀
id-729,4,電電加速
id-729,5,Pika-Sprint
id-729,6,Britzelturbo
id-729,7,Pikaturbo
id-729,8,Sprintaboom
id-729,9,Zippy Zap
id-729,11,ばちばちアクセル
id-729,12,电电加速
id-730,1,ざぶざぶサーフ
id-730,3,참방참방서핑
id-730,4,滔滔衝浪
id-730,5,Pika-Splash
id-730,6,Plätschersurfer
id-730,7,Salpikasurf
id-730,8,Surfasplash
id-730,9,Splishy Splash
id-730,11,ざぶざぶサーフ
id-730,12,滔滔冲浪
id-731,1,ふわふわフォール
id-731,3,둥실둥실폴
id-731,4,飄飄墜落
id-731,5,Pika-Piqué
id-731,6,Schwebesturz
id-731,7,Pikapicado
id-731,8,Piombaflap
id-731,9,Floaty Fall
id-731,11,ふわふわフォール
id-731,12,飘飘坠落
id-732,1,ピカピカサンダー
id-732,3,피카피카썬더
id-732,4,閃閃雷光
id-732,5,Pika-Fracas
id-732,6,Pika-Flash
id-732,7,Pikatormenta
id-732,8,Pikasaetta
id-732,9,Pika Papow
id-732,11,ピカピカサンダー
id-732,12,闪闪雷光
id-733,1,いきいきバブル
id-733,3,생생버블
id-733,4,活活氣泡
id-733,5,Évo-Thalasso
id-733,6,Blubbsauger
id-733,7,Vapodrenaje
id-733,8,Bollaslurp
id-733,9,Bouncy Bubble
id-733,11,いきいきバブル
id-733,12,活活气泡
id-734,1,びりびりエレキ
id-734,3,찌릿찌릿일렉
id-734,4,麻麻電擊
id-734,5,Évo-Dynamo
id-734,6,Knisterladung
id-734,7,Joltioparálisis
id-734,8,Elettrozap
id-734,9,Buzzy Buzz
id-734,11,びりびりエレキ
id-734,12,麻麻电击
id-735,1,めらめらバーン
id-735,3,이글이글번
id-735,4,熊熊火爆
id-735,5,Évo-Flambo
id-735,6,Flackerbrand
id-735,7,Flarembestida
id-735,8,Fiammabam
id-735,9,Sizzly Slide
id-735,11,めらめらバーン
id-735,12,熊熊火爆
id-736,1,どばどばオーラ
id-736,3,콸콸오라
id-736,4,嘩嘩氣場
id-736,5,Évo-Psycho
id-736,6,Pulsieraura
id-736,7,Espeaura
id-736,8,Auraswoosh
id-736,9,Glitzy Glow
id-736,11,どばどばオーラ
id-736,12,哗哗气场
id-737,1,わるわるゾーン
id-737,3,아그아그존
id-737,4,壞壞領域
id-737,5,Évo-Ténébro
id-737,6,Quälzone
id-737,7,Umbreozona
id-737,8,Zona Buiabuia
id-737,9,Baddy Bad
id-737,11,わるわるゾーン
id-737,12,坏坏领域
id-738,1,すくすくボンバー
id-738,3,쑥쑥봄버
id-738,4,茁茁轟炸
id-738,5,Évo-Écolo
id-738,6,Sprießbomben
id-738,7,Leafitobombas
id-738,8,Bombafrush
id-738,9,Sappy Seed
id-738,11,すくすくボンバー
id-738,12,茁茁轰炸
id-739,1,こちこちフロスト
id-739,3,꽁꽁프로스트
id-739,4,冰冰霜凍
id-739,5,Évo-Congélo
id-739,6,Klirrfrost
id-739,7,Glaceoprisma
id-739,8,Scricchiagelo
id-739,9,Freezy Frost
id-739,11,こちこちフロスト
id-739,12,冰冰霜冻
id-740,1,きらきらストーム
id-740,3,반짝반짝스톰
id-740,4,亮亮風暴
id-740,5,Évo-Fabulo
id-740,6,Glitzersturm
id-740,7,Sylveotornado
id-740,8,Sbrilluccibufera
id-740,9,Sparkly Swirl
id-740,11,きらきらストーム
id-740,12,亮亮风暴
id-741,1,ブイブイブレイク
id-741,3,브이브이브레이크
id-741,4,砰砰擊破
id-741,5,Évo-Chardasso
id-741,6,Evo-Crash
id-741,7,Eevimpacto
id-741,8,Eeveempatto
id-741,9,Veevee Volley
id-741,11,ブイブイブレイク
id-741,12,砰砰击破
id-742,1,ダブルパンツァー
id-742,3,더블펀처
id-742,4,鋼拳雙擊
id-742,5,Écrous d’Poing
id-742,6,Panzerfäuste
id-742,7,Ferropuño Doble
id-742,8,Pugni Corazzati
id-742,9,Double Iron Bash
id-742,11,ダブルパンツァー
id-742,12,钢拳双击
id-743,1,ダイウォール
id-743,3,다이월
id-743,4,極巨防壁
id-743,5,Gardomax
id-743,6,Dyna-Wall
id-743,7,Maxibarrera
id-743,8,Dynabarriera
id-743,9,Max Guard
id-743,11,ダイウォール
id-743,12,极巨防壁
id-744,1,ダイマックスほう
id-744,3,다이맥스포
id-744,4,極巨炮
id-744,5,Canon Dynamax
id-744,6,Dynamax-Kanone
id-744,7,Cañón Dinamax
id-744,8,Cannone Dynamax
id-744,9,Dynamax Cannon
id-744,11,ダイマックスほう
id-744,12,极巨炮
id-745,1,ねらいうち
id-745,3,노려맞히기
id-745,4,狙擊
id-745,5,Tir de Précision
id-745,6,Präzisionsschuss
id-745,7,Disparo Certero
id-745,8,Tiromirato
id-745,9,Snipe Shot
id-745,11,ねらいうち
id-745,12,狙击
id-746,1,くらいつく
id-746,3,물고버티기
id-746,4,緊咬不放
id-746,5,Croque Fort
id-746,6,Fesselbiss
id-746,7,Presa Maxilar
id-746,8,Morsostretto
id-746,9,Jaw Lock
id-746,11,くらいつく
id-746,12,紧咬不放
id-747,1,ほおばる
id-747,3,볼가득넣기
id-747,4,大快朵頤
id-747,5,Garde-à-Joues
id-747,6,Backenstopfer
id-747,7,Atiborramiento
id-747,8,Riempiguance
