species,local_language,name,genus
rec-16-dup-0,5,Roucool,Pokémon Minoiseau
rec-16-dup-0,8,Pidgey,Pokémon Uccellino
rec-849-dup-0,3,스트린더,펑크포켓몬
rec-849-dup-0,9,Toxtricity,Punk Pokémon
rec-849-dup-0,11,ストリンダー,パンクポケモン
rec-849-dup-0,12,颤弦蝾螈,庞克宝可梦
rec-849-dup-0,1,ストリンダー,パンクポケモン
rec-849-dup-0,7,Toxtricity,Pokémon Punki
rec-849-dup-0,8,Toxtricity,Pokémon Punk
rec-849-dup-0,6,Riffex,Punk-Pokémon
rec-849-dup-0,5,Salarsen,Pokémon Punk
rec-849-dup-0,4,顫弦蠑螈,龐克寶可夢
rec-286-dup-0,8,Breloom,Pokémon Fungo
rec-286-dup-0,12,斗笠菇,蘑菇宝可梦
rec-286-dup-0,9,Breloom,Mushroom Pokémon
rec-286-dup-0,7,Breloom,Pokémon Hongo
rec-286-dup-0,3,버섯모,버섯포켓몬
rec-286-dup-0,1,キノガッサ,きのこポケモン
rec-286-dup-0,2,Kinogassa,
rec-286-dup-0,4,斗笠菇,蘑菇寶可夢
rec-286-dup-0,5,Chapignon,Pokémon Champignon
rec-286-dup-0,11,キノガッサ,きのこポケモン
rec-286-dup-0,6,Kapilz,Pilz
rec-318-dup-0,3,샤프니아,사나움포켓몬
rec-318-dup-0,2,Kibanha,
rec-318-dup-0,6,Kanivanha,Gnadenlos-Pokémon
rec-318-dup-0,1,キバニア,どうもうポケモン
rec-318-dup-0,5,Carvanha,Pokémon Féroce
rec-318-dup-0,11,キバニア,どうもうポケモン
rec-318-dup-0,7,Carvanha,Pokémon Feroz
rec-318-dup-0,8,Carvanha,Pokémon Feroce
rec-318-dup-0,12,利牙鱼,凶猛宝可梦
rec-318-dup-0,4,利牙魚,凶猛寶可夢
rec-318-dup-0,9,Carvanha,Savage Pokémon
rec-97-dup-0,7,Hypno,Pokémon Hipnosis
rec-97-dup-0,6,Hypno,Hypnose
rec-97-dup-0,1,スリーパー,さいみんポケモン
rec-97-dup-0,11,スリーパー,さいみんポケモン
rec-97-dup-0,9,Hypno,Hypnosis Pokémon
rec-97-dup-0,12,引梦貘人,催眠宝可梦
rec-97-dup-0,3,슬리퍼,최면포켓몬
rec-97-dup-0,2,Sleeper,
rec-97-dup-0,8,Hypno,Pokémon Ipnosi
rec-97-dup-0,4,引夢貘人,催眠寶可夢
rec-97-dup-0,5,Hypnomade,Pokémon Hypnose
rec-361-dup-1,9,Snorunt,Snow Hat Pokémon
rec-361-dup-1,11,ユキワラシ,ゆきかさポケモン
rec-361-dup-1,5,Stalgamin,Pokémon Capuche
rec-361-dup-1,7,Snorunt,Pokémon Gorro Nieve
rec-361-dup-1,1,ユキワラシ,ゆきかさポケモン
rec-361-dup-1,6,Schneppke,Schneehut-Pokémon
rec-361-dup-1,8,Snorunt,Pokémon Cappelneve
rec-361-dup-1,12,雪童子,雪笠宝可梦
rec-361-dup-1,2,Yukiwarashi,
rec-361-dup-1,4,雪童子,雪笠寶可夢
rec-361-dup-1,3,눈꼬마,눈우산포켓몬
rec-364-dup-1,11,トドグラー,たままわしポケモン
rec-364-dup-1,12,海魔狮,滚球宝可梦
rec-364-dup-1,3,씨레오,공돌리기포켓몬
rec-364-dup-1,9,Sealeo,Ball Roll Pokémon
rec-364-dup-1,2,Todoggler,
rec-364-dup-1,5,Phogleur,Pokémon Roule Boule
rec-364-dup-1,7,Sealeo,Pokémon Rodabola
rec-364-dup-1,1,トドグラー,たままわしポケモン
rec-364-dup-1,6,Seejong,Spielball-Pokémon
rec-364-dup-1,8,Sealeo,Pokémon Rotapalla
rec-364-dup-1,4,海魔獅,滾球寶可夢
rec-556-dup-1,3,마라카치,선인장포켓몬
rec-556-dup-1,9,Maractus,Cactus Pokémon
rec-556-dup-1,7,Maractus,Pokémon Cactus
rec-556-dup-1,4,沙鈴仙人掌,仙人掌寶可夢
rec-556-dup-1,1,マラカッチ,サボテンポケモン
rec-556-dup-1,5,Maracachi,Pokémon Cactus
rec-556-dup-1,6,Maracamba,Kaktus-Pokémon
rec-556-dup-1,12,沙铃仙人掌,仙人掌宝可梦
rec-556-dup-1,8,Maractus,Pokémon Cactus
rec-556-dup-1,11,マラカッチ,サボテンポケモン
rec-701-dup-0,1,ルチャブル,レスリングポケモン
rec-701-dup-0,7,Hawlucha,Pokémon Lucha Libre
rec-701-dup-0,8,Hawlucha,Pokémon Lottalibera
rec-701-dup-0,9,Hawlucha,Wrestling Pokémon
rec-701-dup-0,12,摔角鹰人,摔角宝可梦
rec-701-dup-0,4,摔角鷹人,摔角寶可夢
rec-701-dup-0,6,Resladero,Wrestling-Pokémon
rec-701-dup-0,11,ルチャブル,レスリングポケモン
rec-701-dup-0,5,Brutalibré,Pokémon Catcheur
rec-701-dup-0,3,루차불,레슬링포켓몬
rec-811-dup-1,1,バチンキー,ビートポケモン
rec-811-dup-1,8,Thwackey,Pokémon Ritmo
rec-811-dup-1,4,啪咚猴,節拍寶可夢
rec-811-dup-1,3,채키몽,비트포켓몬
rec-811-dup-1,9,Thwackey,Beat Pokémon
rec-811-dup-1,11,バチンキー,ビートポケモン
rec-811-dup-1,7,Thwackey,Pokémon Ritmo
rec-811-dup-1,6,Chimstix,Beat-Pokémon
rec-811-dup-1,12,啪咚猴,节拍宝可梦
rec-811-dup-1,5,Badabouin,Pokémon Percussions
rec-54-dup-0,1,コダック,あひるポケモン
rec-54-dup-0,6,Enton,Enten-Pokémon
rec-54-dup-0,3,고라파덕,오리포켓몬
rec-54-dup-0,12,可达鸭,鸭宝可梦
rec-54-dup-0,4,可達鴨,鴨寶可夢
rec-54-dup-0,2,Koduck,
rec-54-dup-0,9,Psyduck,Duck Pokémon
rec-54-dup-0,7,Psyduck,Pokémon Pato
rec-54-dup-0,5,Psykokwak,Pokémon Canard
rec-54-dup-0,11,コダック,あひるポケモン
rec-54-dup-0,8,Psyduck,Pokémon Papero
rec-36-dup-0,12,皮可西,妖精宝可梦
rec-36-dup-0,1,ピクシー,ようせいポケモン
rec-36-dup-0,11,ピクシー,ようせいポケモン
rec-36-dup-0,5,Mélodelfe,Pokémon Fée
rec-36-dup-0,2,Pixy,
rec-36-dup-0,3,픽시,요정포켓몬
rec-36-dup-0,6,Pixi,Feen-Pokémon
rec-36-dup-0,8,Clefable,Pokémon Fata
rec-36-dup-0,7,Clefable,Pokémon Hada
rec-36-dup-0,4,皮可西,妖精寶可夢
rec-36-dup-0,9,Clefable,Fairy Pokémon
rec-450-dup-0,6,Hippoterus,Schwergewichts-Pokémon
rec-450-dup-0,4,河馬獸,重量寶可夢
rec-450-dup-0,8,Hippowdon,Pokémon Grandepeso
rec-450-dup-0,12,河马兽,重量宝可梦
rec-450-dup-0,9,Hippowdon,Heavyweight Pokémon
rec-450-dup-0,2,Kabarudon,
rec-450-dup-0,7,Hippowdon,Pokémon Peso Pesado
rec-450-dup-0,1,カバルドン,じゅうりょうポケモン
rec-450-dup-0,3,하마돈,중량포켓몬
rec-450-dup-0,5,Hippodocus,Pokémon Poids Lourd
rec-450-dup-0,11,カバルドン,じゅうりょうポケモン
rec-556-dup-0,3,마라카치,선인장포켓몬
rec-556-dup-0,9,Maractus,Cactus Pokémon
rec-556-dup-0,7,Maractus,Pokémon Cactus
rec-556-dup-0,4,沙鈴仙人掌,仙人掌寶可夢
rec-556-dup-0,1,マラカッチ,サボテンポケモン
rec-556-dup-0,5,Maracachi,Pokémon Cactus
rec-556-dup-0,6,Maracamba,Kaktus-Pokémon
rec-556-dup-0,12,沙铃仙人掌,仙人掌宝可梦
rec-556-dup-0,8,Maractus,Pokémon Cactus
rec-556-dup-0,11,マラカッチ,サボテンポケモン
rec-300-dup-0,2,Eneco,
rec-300-dup-0,4,向尾喵,小貓寶可夢
rec-300-dup-0,3,에나비,작은고양이포켓몬
rec-300-dup-0,7,Skitty,Pokémon Gatito
rec-300-dup-0,11,エネコ,こねこポケモン
rec-300-dup-0,9,Skitty,Kitten Pokémon
rec-300-dup-0,6,Eneco,Kätzchen
rec-300-dup-0,1,エネコ,こねこポケモン
rec-300-dup-0,12,向尾喵,小猫宝可梦
rec-300-dup-0,8,Skitty,Pokémon Micio
rec-300-dup-0,5,Skitty,Pokémon Chaton
rec-615-dup-0,3,프리지오,결정포켓몬
rec-615-dup-0,4,幾何雪花,結晶寶可夢
rec-615-dup-0,1,フリージオ,けっしょうポケモン
rec-615-dup-0,5,Hexagel,Pokémon Cristal
rec-615-dup-0,11,フリージオ,けっしょうポケモン
rec-615-dup-0,7,Cryogonal,Pokémon Cristal
rec-615-dup-0,9,Cryogonal,Crystallizing Pokémon
rec-615-dup-0,12,几何雪花,结晶宝可梦
rec-615-dup-0,6,Frigometri,Kristall-Pokémon
rec-615-dup-0,8,Cryogonal,Pokémon Cristallo
rec-436-dup-0,6,Bronzel,Bronze-Pokémon
rec-436-dup-0,5,Archéomire,Pokémon Bronze
rec-436-dup-0,8,Bronzor,Pokémon Bronzo
rec-436-dup-0,9,Bronzor,Bronze Pokémon
rec-436-dup-0,2,Domirror,
rec-436-dup-0,12,铜镜怪,青铜宝可梦
rec-436-dup-0,3,동미러,청동포켓몬
rec-436-dup-0,1,ドーミラー,せいどうポケモン
rec-436-dup-0,11,ドーミラー,せいどうポケモン
rec-436-dup-0,7,Bronzor,Pokémon Bronce
rec-436-dup-0,4,銅鏡怪,青銅寶可夢
rec-626-dup-1,9,Bouffalant,Bash Buffalo Pokémon
rec-626-dup-1,6,Bisofank,Kopfstoßrind-Pokémon
rec-626-dup-1,11,バッフロン,ずつきうしポケモン
rec-626-dup-1,5,Frison,Pokémon Coup dBœuf
rec-626-dup-1,8,Bouffalant,Pokémon Sfondatoro
rec-626-dup-1,1,バッフロン,ずつきうしポケモン
rec-626-dup-1,4,爆炸頭水牛,頭錘牛寶可夢
rec-626-dup-1,12,爆炸头水牛,头锤牛宝可梦
rec-626-dup-1,3,버프론,박치기소포켓몬
rec-626-dup-1,7,Bouffalant,Pokémon Torocabezazo
rec-256-dup-0,6,Jungglut,Kleinhahn-Pokémon
rec-256-dup-0,3,영치코,꼬마닭포켓몬
rec-256-dup-0,11,ワカシャモ,わかどりポケモン
rec-256-dup-0,4,力壯雞,幼雞寶可夢
rec-256-dup-0,1,ワカシャモ,わかどりポケモン
rec-256-dup-0,5,Galifeu,Pokémon Poulet
rec-256-dup-0,7,Combusken,Pokémon Ave Corral
rec-256-dup-0,9,Combusken,Young Fowl Pokémon
rec-256-dup-0,2,Wakasyamo,
rec-256-dup-0,12,力壮鸡,幼鸡宝可梦
rec-256-dup-0,8,Combusken,Pokémon Rampollo
rec-208-dup-0,3,강철톤,철뱀포켓몬
rec-208-dup-0,8,Steelix,Pokémon Ferroserpe
rec-208-dup-0,5,Steelix,Pokémon Serpenfer
rec-208-dup-0,1,ハガネール,てつへびポケモン
rec-208-dup-0,11,ハガネール,てつへびポケモン
rec-208-dup-0,4,大鋼蛇,鐵蛇寶可夢
rec-208-dup-0,2,Haganeil,
rec-208-dup-0,6,Stahlos,Stahlboa-Pokémon
rec-208-dup-0,9,Steelix,Iron Snake Pokémon
rec-208-dup-0,12,大钢蛇,铁蛇宝可梦
rec-208-dup-0,7,Steelix,Pokémon Serpiente Férrea
rec-552-dup-0,9,Krokorok,Desert Croc Pokémon
rec-552-dup-0,1,ワルビル,さばくワニポケモン
rec-552-dup-0,12,混混鳄,沙漠鳄鱼宝可梦
rec-552-dup-0,11,ワルビル,さばくワニポケモン
rec-552-dup-0,8,Krokorok,Pokémon Sabbiadrillo
rec-552-dup-0,6,Rokkaiman,Wüstenkroko-Pokémon
rec-552-dup-0,4,混混鱷,沙漠鱷魚寶可夢
rec-552-dup-0,7,Krokorok,Pokémon Desierdrilo
rec-552-dup-0,3,악비르,사막악어포켓몬
rec-552-dup-0,5,Escroco,Pokémon Croco Sable
rec-585-dup-0,7,Deerling,Pokémon Estacional
rec-585-dup-0,4,四季鹿,季節寶可夢
rec-585-dup-0,12,四季鹿,季节宝可梦
rec-585-dup-0,8,Deerling,Pokémon Stagione
rec-585-dup-0,9,Deerling,Season Pokémon
rec-585-dup-0,5,Vivaldaim,Pokémon Saison
rec-585-dup-0,1,シキジカ,きせつポケモン
rec-585-dup-0,6,Sesokitz,Jahreszeit
rec-585-dup-0,3,사철록,계절포켓몬
rec-585-dup-0,11,シキジカ,きせつポケモン
rec-48-dup-1,3,콘팡,곤충포켓몬
rec-48-dup-1,7,Venonat,Pokémon Insecto
rec-48-dup-1,5,Mimitoss,Pokémon Vermine
rec-48-dup-1,11,コンパン,こんちゅうポケモン
rec-48-dup-1,1,コンパン,こんちゅうポケモン
rec-48-dup-1,2,Kongpang,
rec-48-dup-1,9,Venonat,Insect Pokémon
rec-48-dup-1,4,毛球,昆蟲寶可夢
rec-48-dup-1,6,Bluzuk,Insekt
rec-48-dup-1,8,Venonat,Pokémon Insetto
rec-48-dup-1,12,毛球,昆虫宝可梦
rec-150-dup-0,5,Mewtwo,Pokémon Génétique
rec-150-dup-0,11,ミュウツー,いでんしポケモン
rec-150-dup-0,1,ミュウツー,いでんしポケモン
rec-150-dup-0,7,Mewtwo,Pokémon Genético
rec-150-dup-0,4,超夢,基因寶可夢
rec-150-dup-0,12,超梦,基因宝可梦
rec-150-dup-0,8,Mewtwo,Pokémon Genetico
rec-150-dup-0,9,Mewtwo,Genetic Pokémon
rec-150-dup-0,3,뮤츠,유전포켓몬
rec-150-dup-0,6,Mewtu,Genmutanten-Pokémon
rec-150-dup-0,2,Mewtwo,
rec-79-dup-0,5,Ramoloss,Pokémon Crétin
rec-79-dup-0,2,Yadon,
rec-79-dup-0,7,Slowpoke,Pokémon Atontado
rec-79-dup-0,12,呆呆兽,憨憨宝可梦
rec-79-dup-0,4,呆呆獸,憨憨寶可夢
rec-79-dup-0,6,Flegmon,Schnarcher-Pokémon
rec-79-dup-0,3,야돈,얼간이포켓몬
rec-79-dup-0,9,Slowpoke,Dopey Pokémon
rec-79-dup-0,8,Slowpoke,Pokémon Ronfone
rec-79-dup-0,1,ヤドン,まぬけポケモン
rec-79-dup-0,11,ヤドン,まぬけポケモン
rec-337-dup-0,8,Lunatone,Pokémon Meteorite
rec-337-dup-0,5,Séléroc,Pokémon Météorite
rec-337-dup-0,1,ルナトーン,いんせきポケモン
rec-337-dup-0,9,Lunatone,Meteorite Pokémon
rec-337-dup-0,3,루나톤,별똥별포켓몬
rec-337-dup-0,6,Lunastein,Meteoriten-Pokémon
rec-337-dup-0,4,月石,隕石寶可夢
rec-337-dup-0,12,月石,陨石宝可梦
rec-337-dup-0,7,Lunatone,Pokémon Meteorito
rec-337-dup-0,11,ルナトーン,いんせきポケモン
rec-337-dup-0,2,Lunatone,
rec-246-dup-1,4,幼基拉斯,岩石膚寶可夢
rec-246-dup-1,1,ヨーギラス,いわはだポケモン
rec-246-dup-1,11,ヨーギラス,いわはだポケモン
rec-246-dup-1,8,Larvitar,Pokémon Peldisasso
rec-246-dup-1,3,애버라스,바위표면포켓몬
rec-246-dup-1,7,Larvitar,Pokémon Piel Roca
rec-246-dup-1,5,Embrylex,Pokémon Peaupierre
rec-246-dup-1,6,Larvitar,Felshaut-Pokémon
rec-246-dup-1,9,Larvitar,Rock Skin Pokémon
rec-246-dup-1,12,幼基拉斯,岩石肤宝可梦
rec-246-dup-1,2,Yogiras,
rec-857-dup-0,8,Hattrem,Pokémon Quiete
rec-857-dup-0,12,提布莉姆,肃静宝可梦
rec-857-dup-0,9,Hattrem,Serene Pokémon
rec-857-dup-0,1,テブリム,せいしゅくポケモン
rec-857-dup-0,11,テブリム,せいしゅくポケモン
rec-857-dup-0,5,Chapotus,Pokémon Serein
rec-857-dup-0,7,Hattrem,Pokémon Serenidad
rec-857-dup-0,3,손지브림,정숙포켓몬
rec-857-dup-0,6,Brimano,Ruhe-Pokémon
rec-857-dup-0,4,提布莉姆,肅靜寶可夢
rec-547-dup-0,9,Whimsicott,Windveiled Pokémon
rec-547-dup-0,8,Whimsicott,Pokémon Spiffero
rec-547-dup-0,1,エルフーン,かぜかくれポケモン
rec-547-dup-0,12,风妖精,风隐宝可梦
rec-547-dup-0,6,Elfun,Windschatten-Pokémon
rec-547-dup-0,11,エルフーン,かぜかくれポケモン
rec-547-dup-0,3,엘풍,바람숨기포켓몬
rec-547-dup-0,7,Whimsicott,Pokémon Vuelalviento
rec-547-dup-0,4,風妖精,風隱寶可夢
rec-547-dup-0,5,Farfaduvet,Pokémon Vole Vent
rec-582-dup-0,11,バニプッチ,しんせつポケモン
rec-582-dup-0,4,迷你冰,新雪寶可夢
rec-582-dup-0,12,迷你冰,新雪宝可梦
rec-582-dup-0,6,Gelatini,Neuschnee-Pokémon
rec-582-dup-0,5,Sorbébé,Pokémon Poudreuse
rec-582-dup-0,8,Vanillite,Pokémon Nevefresca
rec-582-dup-0,9,Vanillite,Fresh Snow Pokémon
rec-582-dup-0,1,バニプッチ,しんせつポケモン
rec-582-dup-0,7,Vanillite,Pokémon Nieve Fresca
rec-582-dup-0,3,바닐프티,신설포켓몬
rec-579-dup-0,11,ランクルス,ぞうふくポケモン
rec-579-dup-0,5,Symbios,Pokémon Multiplié
rec-579-dup-0,9,Reuniclus,Multiplying Pokémon
rec-579-dup-0,3,란쿨루스,증폭포켓몬
rec-579-dup-0,4,人造細胞卵,增幅寶可夢
rec-579-dup-0,7,Reuniclus,Pokémon Ampliación
rec-579-dup-0,8,Reuniclus,Pokémon Espansione
rec-579-dup-0,1,ランクルス,ぞうふくポケモン
rec-579-dup-0,6,Zytomega,Vermehrungs-Pokémon
rec-579-dup-0,12,人造细胞卵,增幅宝可梦
rec-846-dup-0,4,刺梭魚,突擊寶可夢
rec-846-dup-0,11,サシカマス,とつげきポケモン
rec-846-dup-0,7,Arrokuda,Pokémon Arremetida
rec-846-dup-0,1,サシカマス,とつげきポケモン
rec-846-dup-0,8,Arrokuda,Pokémon Carica
rec-846-dup-0,9,Arrokuda,Rush Pokémon
rec-846-dup-0,6,Pikuda,Rempler-Pokémon
rec-846-dup-0,5,Embrochet,Pokémon Fonceur
rec-846-dup-0,12,刺梭鱼,突击宝可梦
rec-846-dup-0,3,찌로꼬치,돌격포켓몬
rec-219-dup-0,6,Magcargo,Lava
rec-219-dup-0,1,マグカルゴ,ようがんポケモン
rec-219-dup-0,3,마그카르고,용암포켓몬
rec-219-dup-0,9,Magcargo,Lava Pokémon
rec-219-dup-0,2,Magcargot,
rec-219-dup-0,8,Magcargo,Pokémon Lava
rec-219-dup-0,7,Magcargo,Pokémon Lava
rec-219-dup-0,12,熔岩蜗牛,熔岩宝可梦
rec-219-dup-0,4,熔岩蝸牛,熔岩寶可夢
rec-219-dup-0,11,マグカルゴ,ようがんポケモン
rec-219-dup-0,5,Volcaropod,Pokémon Lave
rec-826-dup-1,7,Orbeetle,Pokémon Siete Puntos
rec-826-dup-1,5,Astronelle,Pokémon Sept Points
rec-826-dup-1,6,Maritellit,Siebensterne-Pokémon
rec-826-dup-1,9,Orbeetle,Seven Spot Pokémon
rec-826-dup-1,8,Orbeetle,Pokémon Settepunti
rec-826-dup-1,3,이올브,칠성포켓몬
rec-826-dup-1,12,以欧路普,七星宝可梦
rec-826-dup-1,1,イオルブ,ななほしポケモン
rec-826-dup-1,11,イオルブ,ななほしポケモン
rec-826-dup-1,4,以歐路普,七星寶可夢
rec-481-dup-1,1,エムリット,かんじょうポケモン
rec-481-dup-1,5,Créfollet,Pokémon Émotion
rec-481-dup-1,12,艾姆利多,感情宝可梦
rec-481-dup-1,9,Mesprit,Emotion Pokémon
rec-481-dup-1,3,엠라이트,감정포켓몬
rec-481-dup-1,8,Mesprit,Pokémon Emozione
rec-481-dup-1,4,艾姆利多,感情寶可夢
rec-481-dup-1,7,Mesprit,Pokémon Sensorio
rec-481-dup-1,2,Emrit,
rec-481-dup-1,6,Vesprit,Emotions-Pokémon
rec-481-dup-1,11,エムリット,かんじょうポケモン
rec-82-dup-1,11,レアコイル,じしゃくポケモン
rec-82-dup-1,9,Magneton,Magnet Pokémon
rec-82-dup-1,7,Magneton,Pokémon Imán
rec-82-dup-1,4,三合一磁怪,磁鐵寶可夢
rec-82-dup-1,3,레어코일,자석포켓몬
rec-82-dup-1,2,Rarecoil,
rec-82-dup-1,12,三合一磁怪,磁铁宝可梦
rec-82-dup-1,1,レアコイル,じしゃくポケモン
rec-82-dup-1,8,Magneton,Pokémon Calamita
rec-82-dup-1,5,Magnéton,Pokémon Magnétique
rec-82-dup-1,6,Magneton,Magnet-Pokémon
rec-341-dup-0,1,ヘイガニ,ごろつきポケモン
rec-341-dup-0,12,龙虾小兵,无赖宝可梦
rec-341-dup-0,9,Corphish,Ruffian Pokémon
rec-341-dup-0,11,ヘイガニ,ごろつきポケモン
rec-341-dup-0,6,Krebscorps,Grobian-Pokémon
rec-341-dup-0,3,가재군,건달포켓몬
rec-341-dup-0,8,Corphish,Pokémon Birbone
rec-341-dup-0,7,Corphish,Pokémon Rufián
rec-341-dup-0,5,Écrapince,Pokémon Brute
rec-341-dup-0,4,龍蝦小兵,無賴寶可夢
rec-341-dup-0,2,Heigani,
rec-832-dup-1,6,Zwollock,Schaf-Pokémon
rec-832-dup-1,3,배우르,양포켓몬
rec-832-dup-1,1,バイウールー,ひつじポケモン
rec-832-dup-1,7,Dubwool,Pokémon Oveja
rec-832-dup-1,12,毛毛角羊,绵羊宝可梦
rec-832-dup-1,11,バイウールー,ひつじポケモン
rec-832-dup-1,8,Dubwool,Pokémon Pecora
rec-832-dup-1,9,Dubwool,Sheep Pokémon
rec-832-dup-1,5,Moumouflon,Pokémon Mouton
rec-832-dup-1,4,毛毛角羊,綿羊寶可夢
rec-361-dup-0,9,Snorunt,Snow Hat Pokémon
rec-361-dup-0,11,ユキワラシ,ゆきかさポケモン
rec-361-dup-0,5,Stalgamin,Pokémon Capuche
rec-361-dup-0,7,Snorunt,Pokémon Gorro Nieve
rec-361-dup-0,1,ユキワラシ,ゆきかさポケモン
rec-361-dup-0,6,Schneppke,Schneehut-Pokémon
rec-361-dup-0,8,Snorunt,Pokémon Cappelneve
rec-361-dup-0,12,雪童子,雪笠宝可梦
rec-361-dup-0,2,Yukiwarashi,
rec-361-dup-0,4,雪童子,雪笠寶可夢
rec-361-dup-0,3,눈꼬마,눈우산포켓몬
rec-698-dup-0,4,冰雪龍,凍原寶可夢
rec-698-dup-0,6,Amarino,Tundra-Pokémon
rec-698-dup-0,1,アマルス,ツンドラポケモン
rec-698-dup-0,8,Amaura,Pokémon Tundra
rec-698-dup-0,12,冰雪龙,冻原宝可梦
rec-698-dup-0,5,Amagara,Pokémon Toundra
rec-698-dup-0,3,아마루스,툰드라포켓몬
rec-698-dup-0,7,Amaura,Pokémon Tundra
rec-698-dup-0,11,アマルス,ツンドラポケモン
rec-698-dup-0,9,Amaura,Tundra Pokémon
rec-290-dup-0,4,土居忍士,入門寶可夢
rec-290-dup-0,11,ツチニン,したづみポケモン
rec-290-dup-0,6,Nincada,Vorbereiter-Pokémon
rec-290-dup-0,1,ツチニン,したづみポケモン
rec-290-dup-0,9,Nincada,Trainee Pokémon
rec-290-dup-0,8,Nincada,Pokémon Novizio
rec-290-dup-0,12,土居忍士,入门宝可梦
rec-290-dup-0,2,Tutinin,
rec-290-dup-0,3,토중몬,신참포켓몬
rec-290-dup-0,5,Ningale,Pokémon Apprenti
rec-290-dup-0,7,Nincada,Pokémon Aprendiz
rec-281-dup-0,11,キルリア,かんじょうポケモン
rec-281-dup-0,7,Kirlia,Pokémon Sensorio
rec-281-dup-0,9,Kirlia,Emotion Pokémon
rec-281-dup-0,1,キルリア,かんじょうポケモン
rec-281-dup-0,4,奇魯莉安,感情寶可夢
rec-281-dup-0,3,킬리아,감정포켓몬
rec-281-dup-0,5,Kirlia,Pokémon Émotion
rec-281-dup-0,8,Kirlia,Pokémon Emozione
rec-281-dup-0,12,奇鲁莉安,感情宝可梦
rec-281-dup-0,6,Kirlia,Emotions-Pokémon
rec-281-dup-0,2,Kirlia,
rec-864-dup-0,5,Corayôme,Pokémon Corail
rec-864-dup-0,3,산호르곤,산호포켓몬
rec-864-dup-0,4,魔靈珊瑚,珊瑚寶可夢
rec-864-dup-0,6,Gorgasonn,Korallen-Pokémon
rec-864-dup-0,8,Cursola,Pokémon Corallo
rec-864-dup-0,11,サニゴーン,さんごポケモン
rec-864-dup-0,1,サニゴーン,さんごポケモン
rec-864-dup-0,12,魔灵珊瑚,珊瑚宝可梦
rec-864-dup-0,9,Cursola,Coral Pokémon
rec-864-dup-0,7,Cursola,Pokémon Coral
rec-364-dup-0,11,トドグラー,たままわしポケモン
rec-364-dup-0,12,海魔狮,滚球宝可梦
rec-364-dup-0,3,씨레오,공돌리기포켓몬
rec-364-dup-0,9,Sealeo,Ball Roll Pokémon
rec-364-dup-0,2,Todoggler,
rec-364-dup-0,5,Phogleur,Pokémon Roule Boule
rec-364-dup-0,7,Sealeo,Pokémon Rodabola
rec-364-dup-0,1,トドグラー,たままわしポケモン
rec-364-dup-0,6,Seejong,Spielball-Pokémon
rec-364-dup-0,8,Sealeo,Pokémon Rotapalla
rec-364-dup-0,4,海魔獅,滾球寶可夢
rec-447-dup-0,8,Riolu,Pokémon Emanazione
rec-447-dup-0,5,Riolu,Pokémon Émanation
rec-447-dup-0,6,Riolu,Wellenspiel-Pokémon
rec-447-dup-0,4,利歐路,波紋寶可夢
rec-447-dup-0,1,リオル,はもんポケモン
rec-447-dup-0,7,Riolu,Pokémon Emanación
rec-447-dup-0,2,Riolu,
rec-447-dup-0,3,리오르,파문포켓몬
rec-447-dup-0,12,利欧路,波纹宝可梦
rec-447-dup-0,9,Riolu,Emanation Pokémon
rec-447-dup-0,11,リオル,はもんポケモン
rec-287-dup-0,1,ナマケロ,なまけものポケモン
rec-287-dup-0,2,Namakero,
rec-287-dup-0,5,Parecool,Pokémon Flâneur
rec-287-dup-0,12,懒人獭,懒人宝可梦
rec-287-dup-0,4,懶人獺,懶人寶可夢
rec-287-dup-0,3,게을로,게으름뱅이포켓몬
rec-287-dup-0,6,Bummelz,Faulpelz
rec-287-dup-0,7,Slakoth,Pokémon Gandul
rec-287-dup-0,11,ナマケロ,なまけものポケモン
rec-287-dup-0,8,Slakoth,Pokémon Ozioso
rec-287-dup-0,9,Slakoth,Slacker Pokémon
rec-614-dup-0,9,Beartic,Freezing Pokémon
rec-614-dup-0,7,Beartic,Pokémon Glaciación
rec-614-dup-0,4,凍原熊,凍結寶可夢
rec-614-dup-0,1,ツンベアー,とうけつポケモン
rec-614-dup-0,8,Beartic,Pokémon Glaciale
rec-614-dup-0,5,Polagriffe,Pokémon Congelé
rec-614-dup-0,3,툰베어,동결포켓몬
rec-614-dup-0,6,Siberio,Packeis-Pokémon
rec-614-dup-0,11,ツンベアー,とうけつポケモン
rec-614-dup-0,12,冻原熊,冻结宝可梦
rec-149-dup-0,3,망나뇽,드래곤포켓몬
rec-149-dup-0,12,快龙,龙宝可梦
rec-149-dup-0,2,Kairyu,
rec-149-dup-0,8,Dragonite,Pokémon Drago
rec-149-dup-0,5,Dracolosse,Pokémon Dragon
rec-149-dup-0,6,Dragoran,Drachen-Pokémon
rec-149-dup-0,1,カイリュー,ドラゴンポケモン
rec-149-dup-0,9,Dragonite,Dragon Pokémon
rec-149-dup-0,4,快龍,龍寶可夢
rec-149-dup-0,7,Dragonite,Pokémon Dragón
rec-149-dup-0,11,カイリュー,ドラゴンポケモン
rec-714-dup-1,5,Sonistrelle,Pokémon Ondes
rec-714-dup-1,1,オンバット,おんぱポケモン
rec-714-dup-1,3,음뱃,음파포켓몬
rec-714-dup-1,6,eF-eM,Schallwellen-Pokémon
rec-714-dup-1,4,嗡蝠,音波寶可夢
