area,name,area_type,ended
id-84399,Arecibo,City,f
id-29210,Lakewood,City,f
id-105160,Gesves,Municipality,f
id-12511,Vestre Toten,Municipality,f
id-21886,Middletown,City,f
id-118373,Hudson Square,District,f
id-23963,Destin,City,f
id-12518,Gausdal,Municipality,f
id-13590,Rivoli,Municipality,f
id-52800,Irai,City,f
id-44673,Stratford,District,f
id-77297,Alt Tucheband,Municipality,f
id-80543,Öblarn,Municipality,f
id-72239,Mettingen,Municipality,f
id-82711,Minot,City,f
id-7532,Bendigo,City,f
id-22508,San Anselmo,City,f
id-111604,Carreño,Municipality,f
id-58381,Bény-sur-Mer,City,f
id-59727,Nommay,City,f
id-22505,Weed,City,f
id-22507,Tehachapi,City,f
id-117767,Castle Ashby,City,f
id-118239,Tsutsujigaoka,City,f
id-91068,Oak Lawn,City,f
id-72543,Alf,Municipality,f
id-29098,Ridgefield,City,f
id-83934,New Market,City,f
id-115589,Ocean Beach,District,f
id-86897,Bathgate,City,f
id-39566,Pigny,City,f
id-100274,Leon Springs,City,f
id-73495,Keidelheim,Municipality,f
id-94787,Herveld,City,f
id-69614,Neutraubling,City,f
id-69617,Nideggen,City,f
id-101339,Huldenberg,Municipality,f
id-105308,Plombières,Municipality,f
rec-119683-dup-0,Pine Plainj,City,f
id-117969,Bushkill,City,f
id-116564,Clarksboro,City,f
rec-24293-dup-0,Lake Buena iVsta,City,f
id-75807,Ebrach,Municipality,f
id-77666,Bobitz,Municipality,f
id-48046,Saint-Agathon,City,f
id-19687,Chiusi della Verna,Municipality,f
id-80153,Mauerbach,Municipality,f
id-12993,Filipstad Municipality,Municipality,f
id-80155,Michelhausen,Municipality,f
id-38388,Poisat,City,f
id-2487,Mtskheta-Mtianeti,Subdivision,f
id-100870,Santo Domingo de Silos,Municipality,f
id-13179,Hørsholm Municipality,Municipality,f
id-69726,Plön,City,f
id-33456,Juva,Municipality,f
id-3930,Rotherham,Subdivision,f
id-21649,Oulx,Municipality,f
id-78914,Gräfenhain,Municipality,f
id-21864,Stow,City,f
id-116707,Kudankita,District,f
id-81952,West Memphis,City,f
id-99697,Baldock,City,f
id-117389,Kamouraska Regional County Municipality,County,f
id-17694,Somma Lombardo,Municipality,f
id-5208,Independence,City,f
rec-78618-dup-0,Harhke,Municipality,f
id-69267,Holzminden,City,f
id-117923,Saint-François,District,f
id-99456,Jungnang District,District,f
id-69269,Horn-Bad Meinberg,City,f
id-102659,Botetourt County,County,f
id-69467,Lübbecke,City,f
id-69464,Lörrach,City,f
id-117819,Saint-Augustin,District,f
id-96940,Develier,Municipality,f
id-116816,Kamiōsaki,City,f
id-116361,San Pedro,City,f
id-110262,Castromonte,Municipality,f
id-116819,Hailsham,City,f
id-81396,Fort Payne,City,f
id-75403,Tannheim,Municipality,f
id-17075,Verbania,Municipality,f
id-118479,Booragoon,District,f
id-24011,Avon Park,City,f
id-92082,Zaltbommel,City,f
id-92081,Wijchen,City,f
id-75227,Nordheim,Municipality,f
id-94829,Gurnee,City,f
id-21516,Bazzano,Municipality,f
id-116385,Springfield,City,f
rec-22672-dup-0,Eoba,Municipality,f
id-1286,Trenčiansky kraj,Subdivision,f
id-84701,Geneva,City,f
id-78174,Stolpe,Municipality,f
rec-95881-dup-0,Villmerken,City,f
id-94934,Waskemeer,City,f
id-30616,Rønne,City,f
rec-118569-dup-0,Kulamaa,City,f
id-106205,Sorel‐Tracy,City,f
id-40227,Jupilles,City,f
id-14153,Castelbellino,Municipality,f
id-14152,Montecarotto,Municipality,f
id-47029,Grand-Brassac,City,f
id-82397,Roseville,City,f
id-82395,Rocklin,City,f
id-14159,Monte San Vito,Municipality,f
id-4793,Majuro,Subdivision,f
id-103015,Belmont County,County,f
id-87431,Milan,City,f
id-76331,Langerringen,Municipality,f
id-87387,Lakeview,City,f
rec-53025-dup-0,Chevrwuse,City,f
id-27472,Harrison,City,f
id-116393,Stittsville,District,f
id-29407,Two Rivers,City,f
id-118194,Barwon Heads,City,f
id-94952,Newton St Loe,City,f
rec-69748-dup-0,Radeburb,City,f
rec-14153-dup-0,Castell>ellino,Municipality,f
id-118196,Townshend,City,f
id-11858,Spearfish,City,f
id-24658,Chillicothe,City,f
rec-119409-dup-0,Persh0re,City,f
rec-31115-dup-0,Neuvile-sous-Montreuil,City,f
id-30986,Lewis,Island,f
id-775,Viana do Castelo,Subdivision,f
rec-39344-dup-0,Chevanries,City,f
id-777,Viseu,Subdivision,f
id-69281,Hückeswagen,City,f
id-55373,West Allis,City,f
id-8301,Rochford,City,f
id-8095,Normanton,City,f
id-8091,Merimbula,City,f
id-115608,Kew Gardens Hills,District,f
rec-118667-dup-0,Northfild,City,f
id-7051,Mikołów,City,f
id-30961,Lostwithiel,City,f
id-46138,Agde,City,f
id-28,Botswana,Country,f
id-30967,Carmarthen,City,f
rec-74655-dup-0,Wiltongen,Municipality,f
id-68525,Hyères,City,f
rec-4242-dup-0,Prsha-západ,Subdivision,f
id-94512,Burr Ridge,City,f
id-80217,Sankt Leonhard am Forst,Municipality,f
id-105446,Boom,Municipality,f
id-2938,Tel-Aviv,Subdivision,f
id-107795,Gandia,Municipality,f
id-105442,Schoten,Municipality,f
id-52937,Houdan,City,f
id-2936,Yerushalayim,Subdivision,f
id-2931,Al Muḩarraq,Subdivision,f
id-84526,Bethany,City,f
id-118610,Essex Junction,City,f
id-101652,Magna,City,f
id-12982,Växjö Municipality,Municipality,f
id-35645,Barbazan-Debat,City,f
id-80713,Stafford,City,f
id-15686,Monte Compatri,Municipality,f
id-86674,Stavropol,City,f
id-96317,Münsingen,Municipality,f
id-96315,Münchenbuchsee,Municipality,f
rec-87992-dup-0,Abuna,City,f
id-82575,Montague,City,f
id-115044,Papendrecht,Municipality,f
id-79162,Nöda,Municipality,f
id-115046,Noordwijkerhout,Municipality,f
id-71786,Leese,Municipality,f
rec-68809-dup-0,Bat Rappenau,City,f
rec-51725-dup-0,Conkues,City,f
id-57026,Léran,City,f
id-32460,Lurs,City,f
rec-7443-dup-0,Southapton,City,f
id-71419,Bockhorn,Municipality,f
id-115915,Forestville,City,f
id-14486,Pontecurone,Municipality,f
id-18108,Cella Dati,Municipality,f
id-6949,Kłodzko,City,f
id-38970,Freigné,City,f
id-69765,Regen,City,f
id-108532,Benissa,Municipality,f
rec-21732-dup-0,Vientine,City,f
id-108530,Biar,Municipality,f
id-46795,Arboussols,City,f
id-119757,Val de Bagnes,Municipality,f
id-91972,Campsea Ashe,City,f
id-7305,Gijón,City,f
id-82410,Signal Hill,City,f
id-80626,St. Johann in Tirol,City,f
rec-93550-dup-0,Kettlebajton,City,f
id-68731,Angermünde,City,f
id-106216,Stede Broec,Municipality,f
id-101783,Huntingdon County,County,f
id-10920,Aizuwakamatsu,City,f
rec-98630-dup-0,Pen6icton,City,f
id-23209,Ponca City,City,f
rec-7305-dup-0,Gijan,City,f
id-23751,Wadern,City,f
id-76781,Rottach-Egern,Municipality,f
id-8251,Skipton,City,f
id-114399,Kirkby,City,f
id-1861,Virovitičko-podravska županija,Subdivision,f
id-22404,Stockton,City,f
id-32139,Plouisy,City,f
id-22409,Moreno Valley,City,f
id-114396,Totnes,City,f
rec-109665-dup-0,Pedro Bernardzo,Municipality,f
id-53524,Teddington,District,f
id-99843,West Malling,City,f
id-99841,Tenterden,City,f
id-23972,Lone Tree,City,f
id-69914,Seelze,City,f
id-19077,Noto,Municipality,f
rec-44218-dup-0,Misy-sur-Yone,City,f
id-13586,Romano Canavese,Municipality,f
id-15220,Hereford,City,f
id-54382,Saint-Amant-Roche-Savine,City,f
id-68884,Borgholzhausen,City,f
id-114866,Lochem,Municipality,f
id-48463,Sarralbe,City,f
id-50387,Ramat Gan,City,f
id-69518,Meppen,City,f
rec-78289-dup-0,Zingstt,Municipality,f
id-68889,Brake,City,f
id-13909,Castelnovo ne Monti,Municipality,f
id-13908,Gualtieri,Municipality,f
id-115558,Everton,District,f
id-76257,Kirchheim in Schwaben,Municipality,f
id-96532,Oberwil,Municipality,f
rec-75349-dup-0,Schwörstdat,Municipality,f
id-88725,Norrköping,City,f
id-88727,Kuusalu,City,f
id-59719,Mont-Saint-Martin,City,f
rec-119395-dup-0,Corryvlile,District,f
id-115554,Smithfield,District,f
id-48125,Lanmeur,City,f
id-48124,Pithiviers,City,f
id-94000,Oosthuizen,City,f
id-72559,Altendiez,Municipality,f
id-114170,Mura,Municipality,f
id-105339,Seneffe,Municipality,f
rec-22477-dup-0,Sant4e,City,f
id-115952,The Bellmores,City,f
rec-33958-dup-0,Siumtio,Municipality,f
id-115951,Puente Alto,City,f
id-118083,Tigre,City,f
id-68727,Alzenau,City,f
id-118080,Wood Dalling,City,f
id-118085,Amanuma,District,f
id-69604,Neustadt an der Aisch,City,f
rec-7379-dup-0,Wokijg,City,f
id-10937,Yurihonjō,City,f
id-22882,Winter Springs,City,f
id-1467,Sud-Est,Subdivision,f
id-80442,Wilhering,Municipality,f
id-69608,Neustadt bei Coburg,City,f
id-117972,Maurice,City,f
id-117606,Mombasa,City,f
id-68580,Château-Gontier,City,f
id-117600,Hurricane Mills,City,f
rec-72276-dup-0,Steinbagen,Municipality,f
id-68950,Crailsheim,City,f
rec-115168-dup-0,Englisbtown,Municipality,f
id-117979,Rosedale,District,f
id-28440,Pigeon Forge,City,f
id-116550,Marlborough,,f
rec-29444-dup-0,Šiaul:ai,City,f
id-4955,Tarlac,Subdivision,f
rec-114833-dup-0,Hirenveen,Municipality,f
id-39734,Bouc-Bel-Air,City,f
id-74786,Ballrechten-Dottingen,Municipality,f
id-94172,Eenrum,City,f
id-98861,Badung Regency,Subdivision,f
id-114772,Shippensburg,Municipality,f
id-11041,Kenzingen,City,f
id-101227,Houthalen-Helchteren,Municipality,f
id-61052,Katrineholm,City,f
id-69739,Pulsnitz,City,f
rec-84200-dup-0,Commerce Cuty,City,f
id-116957,Takinogawa,District,f
id-100861,Clarksburg,City,f
id-13161,Mörbylånga Municipality,Municipality,f
id-69737,Prüm,City,f
id-110387,Segovia,Municipality,f
id-116988,Kōenjikita,District,f
id-115983,Glace Bay,City,f
id-117771,The Villages,City,f
id-116020,Mile End,District,f
id-21852,Engen,City,f
id-21853,Eppelheim,City,f
id-20103,Spilimbergo,Municipality,f
id-21329,Porto Recanati,Municipality,f
id-117390,Matawinie Regional County Municipality,County,f
id-81922,Riverdale Park,City,f
rec-9362-dup-0,Elav,City,f
id-21325,San Ginesio,Municipality,f
id-84021,Langley,City,f
id-29668,Worksop,City,f
id-5568,Oshawa,City,f
id-1075,Lima,City,f
id-80035,Furth bei Göttweig,Municipality,f
id-55417,Shoreham-by-Sea,City,f
rec-81922-dup-0,Riferdale Park,City,f
id-104582,Emanuel County,County,f
id-102647,Carroll County,County,f
id-13014,Eskilstuna Municipality,Municipality,f
rec-116615-dup-0,Old Brige Township,Municipality,f
id-33735,Nastola,Municipality,f
id-116821,Gabriola Island,Island,f
id-3819,Cheshire East,Subdivision,f
id-119201,Vučipolje,City,f
id-33958,Siuntio,Municipality,f
id-118003,Upper Hutt,City,f
id-106302,White Rock,City,f
id-8792,Tuczno,City,f
id-116605,Sundbyberg,City,f
rec-118373-dup-0,Hudzon Square,District,f
id-94716,Schalkwijk,City,f
id-24793,Jamaica,City,f
rec-102551-dup-0,Nprdborg,City,f
rec-3869-dup-0,Lankashire,Subdivision,f
id-340,Thüringen,Subdivision,f
id-80069,Guntramsdorf,Municipality,f
id-6380,Salamanca,City,f
id-348,Põlvamaa,Subdivision,f
rec-118422-dup-0,Tensfly,City,f
id-84738,West Chicago,City,f
rec-14909-dup-0,Genoal,Municipality,f
id-30192,Bradford West Gwillimbury,City,f
id-82385,Porterville,City,f
id-22418,Arcadia,City,f
id-103069,Niagara County,County,f
id-161,Oman,Country,f
id-60142,Sassenage,City,f
id-26407,Parkland,City,f
rec-13310-dup-0,Caravakio,Municipality,f
rec-6335-dup-0,West Farg0,City,f
id-118895,La Petite-Bourgogne,District,f
id-102616,Rockingham County,County,f
id-83393,Apopka,City,f
id-87398,Lexington,City,f
id-4144,Oost-Vlaanderen,Subdivision,f
id-4145,West-Vlaanderen,Subdivision,f
id-113382,Vimbodí i Poblet,Municipality,f
id-24468,Woodstock,City,f
id-99855,Ashby-de-la-Zouch,City,f
id-1259,La Romana,Subdivision,f
id-116856,Charlton,City,f
id-9066,Jinhua,City,f
id-767,Faro,Subdivision,f
id-55361,Leyton,District,f
rec-116605-dup-0,Sundbybeeg,City,f
id-86263,Komsomolsk,City,f
id-71954,Rosdorf,Municipality,f
id-81822,Greenbelt,City,f
id-8334,Ashford,City,f
id-11889,Atsuta-ku,District,f
id-119388,Bywater,District,f
rec-81707-dup-0,Maqu0keta,City,f
id-3781,Harare,City,f
id-30979,Edmonton,District,f
id-95962,Herznach,Municipality,f
id-97867,Vallorbe,Municipality,f
id-78372,Großhartmannsdorf,Municipality,f
rec-105442-dup-0,Schotecn,Municipality,f
id-89955,Plettenberg Bay,City,f
id-75914,Fischbachau,Municipality,f
id-69147,Greifswald,City,f
id-117428,Yirrkala,City,f
id-14909,Genola,Municipality,f
id-2924,Dubayy Dubai,Subdivision,f
id-11086,Nishio,City,f
rec-12730-dup-0,Gjersrad,Municipality,f
id-12624,Vågan,Municipality,f
id-15509,Nebbiuno,Municipality,f
id-96321,Nidau,Municipality,f
rec-19077-dup-0,Not,Municipality,f
id-3253,Djibouti,City,f
rec-95791-dup-0,Worthirig,City,f
id-107761,El Real de Gandia,Municipality,f
id-53025,Chevreuse,City,f
id-89487,Temperley,City,f
rec-1218-dup-0,Guanacast,Subdivision,f
id-110714,Villares de la Reina,Municipality,f
id-97338,Schwyz,Municipality,f
id-27315,New England,City,f
id-25277,Donnellson,City,f
id-83379,Key West,City,f
rec-32139-dup-0,Plouiosy,City,f
id-11714,Minami-ku,District,f
id-6151,Peekskill,City,f
id-23307,South Salt Lake,City,f
id-119728,Cliffside Park,City,f
id-108509,El Ràfol dAlmúnia,Municipality,f
id-115094,Nykøbing Mors,City,f
id-115093,Sakskøbing,City,f
id-106828,Oiartzun,Municipality,f
id-7319,Algiers,City,f
id-81723,Auburn,City,f
id-11658,Rijeka,City,f
rec-69979-dup-0,Stuterisee,City,f
id-49157,Schiltigheim,City,f
id-114941,Brunssum,Municipality,f
id-10935,Kai,City,f
id-98670,La Paz,City,f
id-115417,Bristow,City,f
id-72031,Stuhr,Municipality,f
rec-82629-dup-0,Sabdwich,City,f
rec-16488-dup-0,Guspiny,Municipality,f
id-28908,Justin,City,f
rec-117749-dup-0,Kraguzevac,City,f
id-13379,Lesignano de Bagni,Municipality,f
id-76591,Oberstdorf,Municipality,f
id-116772,Naitōmachi,District,f
id-68899,Bremervörde,City,f
id-22961,Riviera Beach,City,f
id-99850,Lutterworth,City,f
id-13576,Poirino,Municipality,f
id-119436,Finkenbach,District,f
id-68891,Bramsche,City,f
id-119386,Stjärnsund,City,f
rec-118323-dup-0,New Plymuth,City,f
rec-50590-dup-0,Pujsut,City,f
id-101688,Lake Ronkonkoma,City,f
id-2072,Tolmin,Subdivision,f
id-103479,St. Louis County,County,f
id-96505,Gelterkinden,Municipality,f
id-72147,Winsen an der Aller,Municipality,f
id-22567,Nerinx,City,f
rec-22847-dup-0,Boyjton Beach,City,f
id-6979,Frombork,City,f
id-71576,Ganderkesee,Municipality,f
id-72,Finland,Country,f
id-113,South Korea,Country,f
id-117,Latvia,Country,f
id-118,Lebanon,Country,f
id-115961,Oakville,City,f
id-1805,Praha,City,f
id-73,France,Country,f
id-82034,McCrory,City,f
id-116010,Ridgewood,District,f
id-3,Algeria,Country,f
id-44,China,Country,f
id-204,Syria,Country,f
id-205,Taiwan,Country,f
id-202,Sweden,Country,f
id-203,Switzerland,Country,f
rec-140-dup-0,Moltova,Country,f
id-117401,Newbury,City,f
id-5071,Poznań,City,f
id-64334,Stockwell,District,f
id-5076,Toronto,City,f
rec-22430-dup-0,Iqnglewood,City,f
id-622,Bahia,Subdivision,f
id-60639,Helsingborg,City,f
id-60638,Toulouse,City,f
rec-7737-dup-0,Saint Pzul,City,f
id-7984,Livorno,City,f
id-2913,Toshkent,City,f
id-71662,Hehlen,Municipality,f
id-14228,Lucca,Municipality,f
id-118831,CornwallonHudson,District,f
rec-44467-dup-0,Princegon,City,f
id-66419,San Juan,City,f
id-60,Dominican Republic,Country,f
id-168,Philippines,Country,f
id-23187,Las Vegas,City,f
id-11117,Basel,City,f
id-10971,Burbank,City,f
id-21729,Beirut,City,f
id-3967,Nottingham,City,f
id-82557,Marblehead,City,f
id-22323,Bakersfield,City,f
id-22328,Huntington Beach,City,f
id-3917,Coventry,Subdivision,f
id-23641,Santa Ana,City,f
id-18717,Schio,Municipality,f
id-5179,Detroit,City,f
id-88313,Gold Coast,City,f
id-9655,Seattle,City,f
id-6926,Salford,City,f
id-13929,Correggio,Municipality,f
id-481,Halland,Subdivision,f
id-7327,San Jose,City,f
id-7326,Houston,City,f
id-7324,Long Beach,City,f
id-7323,Graz,City,f
id-7450,Yekaterinburg,City,f
id-117235,Montreal,Municipality,f
id-7328,Sacramento,City,f
rec-8391-dup-0,Louisteville,City,f
id-378,New South Wales,Subdivision,f
id-809,București,City,f
rec-435-dup-0,Walel,Subdivision,f
id-46231,SaintÉmilion,City,f
id-3869,Lancashire,Subdivision,f
id-115443,Howell Township,Municipality,f
id-9274,Zaragoza,City,f
id-116724,Shimomeguro,District,f
id-9279,Barcelona,City,f
id-1793,Brussels,City,f
id-23734,Bielefeld,City,f
id-23737,Gelsenkirchen,City,f
id-397,Tokyo,Subdivision,f
id-254,Serbia,Country,f
id-250,Åland Islands,Country,f
id-23910,Saratoga,City,f
id-88222,Peckham,City,f
id-9399,Dallas,City,f
id-653,Wien,City,f
id-651,Tirol,Subdivision,f
id-28126,Vidnoye,City,f
rec-19680-dup-0,Sal:sbury,City,f
id-118456,Kingdom of the Netherlands,Country,f
id-72200,Grefrath,Municipality,f
id-8258,Wivenhoe,City,f
id-89187,São Vicente,City,f
id-5241,Cleveland,City,f
id-3822,Edinburgh,City,f
id-118630,Taiyūjichō,District,f
id-88032,Charlotte,City,f
id-106178,Commack,City,f
id-43,Chile,Country,f
id-115834,Johanneshov,District,f
id-47,Colombia,Country,f
rec-8852-dup-0,Potsclam,City,f
id-69661,OerErkenschwick,City,f
id-156,Nigeria,Country,f
id-150,Netherlands,Country,f
id-153,New Zealand,Country,f
id-82790,Veneta,City,f
id-7961,Pittsburgh,City,f
id-7960,Northampton,City,f
rec-68649-dup-0,Valenc,City,f
id-101739,Millersville,Municipality,f
id-14324,Palazzo Pignano,Municipality,f
id-5104,Wrocław,City,f
id-5107,Ottawa,City,f
id-118123,Wan Chai,District,f
id-29013,Sweetwater,City,f
id-94156,Fall Creek,City,f
id-115659,Wood Green,District,f
id-3848,East Sussex,Subdivision,f
id-82351,Los Altos Hills,City,f
id-23072,Southaven,City,f
id-99547,Ibiza,Island,f
id-7297,Nagoya,City,f
rec-111634-dup-0,Avilé5,Municipality,f
id-5215,Augusta,City,f
id-7295,San Diego,City,f
id-5213,Nashville,City,f
id-5212,Vancouver,City,f
id-12047,Nurmijärvi,City,f
id-5075,Boston,City,f
id-116890,Higashi,District,f
id-89455,Novi Sad,City,f
id-100940,Santa Ynez,City,f
id-12766,Bridgeport,City,f
id-7713,Helsinki,City,f
id-7710,Munich,City,f
id-7711,Hanover,City,f
id-7716,Mannheim,City,f
id-7717,Bochum,City,f
id-7714,Essen,City,f
id-7715,Québec City,City,f
id-5196,Austin,City,f
id-5197,Denver,City,f
id-5194,Tucson,City,f
id-5193,Honolulu,City,f
id-84003,Bellingham,City,f
rec-7023-dup-0,Bonm,City,f
id-433,Northern Ireland,Subdivision,f
id-432,England,Subdivision,f
id-435,Wales,Subdivision,f
id-434,Scotland,Subdivision,f
id-2531,Seoul,City,f
id-102118,Anne Arundel County,County,f
id-3834,Derbyshire,Subdivision,f
id-3831,Darlington,Subdivision,f
id-3934,Sheffield,City,f
id-118016,Radnor Township,Municipality,f
id-118012,Ewing Township,Municipality,f
rec-5210-dup-0,Adlanta,City,f
id-69933,Sinsheim,City,f
id-119391,Berriedale,City,f
id-695,Buenos Aires,City,f
id-69835,Sankt Augustin,City,f
rec-5230-dup-0,Landing,City,f
id-22959,Farmington Hills,City,f
id-327,BadenWürttemberg,Subdivision,f
id-326,Berlin,City,f
id-322,Québec,Subdivision,f
id-87960,Mexicali,City,f
id-284,Minnesota,Subdivision,f
id-282,Maine,Subdivision,f
id-30589,Auckland,City,f
id-30644,Van Nuys,City,f
id-266,California,Subdivision,f
id-31090,Wellington,City,f
id-262,Alaska,Subdivision,f
id-263,Alabama,Subdivision,f
id-107,Japan,Country,f
id-84,Greece,Country,f
id-105,Italy,Country,f
id-104,Israel,Country,f
id-81,Germany,Country,f
id-101,Iran,Country,f
id-269,Washington DC,Subdivision,f
id-13310,Caravaggio,Municipality,f
id-12389,Kristiansand,Municipality,f
id-4000,Surrey,Subdivision,f
id-82618,Richmond,City,f
id-213,Tunisia,Country,f
id-212,Trinidad and Tobago,Country,f
id-8105,Stockport,City,f
id-214,Turkey,Country,f
id-190,Slovenia,Country,f
id-219,Ukraine,Country,f
id-193,South Africa,Country,f
id-194,Spain,Country,f
id-115885,Waterloo,City,f
id-81685,Sparks,City,f
id-23698,Bremen,City,f
rec-13-dup-0,Austtalia,Country,f
rec-69750-dup-0,Radolfezll,City,f
id-3887,Haringey,Subdivision,f
id-14,Austria,Country,f
id-13,Australia,Country,f
id-10,Argentina,Country,f
id-115611,Williamsburg,District,f
id-115610,North Hollywood,District,f
id-5210,Atlanta,City,f
id-23037,Lausanne,City,f
id-23035,Bern,City,f
id-62242,Hoxton,District,f
id-122,Liechtenstein,Country,f
id-12314,Miami,City,f
id-66426,East Orange,City,f
id-29483,Torrance,City,f
id-4879,Wellington,Subdivision,f
id-116443,Monroeville,City,f
id-43994,Englewood,City,f
id-961,Valletta,Subdivision,f
id-5548,Hamilton,City,f
id-5099,Chicago,City,f
id-5098,Arnhem,City,f
rec-331-dup-0,Hzmburg,City,f
rec-57-dup-0,Denmxrk,Country,f
rec-52-dup-0,Côte dIvoie,Country,f
id-7712,Copenhagen,City,f
id-9549,Loveland,City,f
id-10862,Manhattan,District,f
id-10861,Brooklyn,District,f
id-68553,Pantin,City,f
id-9541,Oklahoma City,City,f
id-8966,Weimar,City,f
id-7291,Dresden,City,f
id-5065,Istanbul,City,f
id-5062,Lisbon,City,f
id-7296,Kyoto,City,f
id-5060,Roma,City,f
id-12762,Athens,City,f
id-5147,Portland,City,f
rec-282-dup-0,Mainje,Subdivision,f
id-5198,Columbus,City,f
id-97166,St Gallen,Municipality,f
id-12030,Lyon,City,f
id-5244,Brisbane,City,f
id-5242,The Hague,City,f
id-5243,Porto,City,f
id-62241,Tomigaya,City,f
id-69540,Mosbach,City,f
id-69541,Munster,City,f
id-7729,Memphis,City,f
id-1008,Bogotá,City,f
id-98,Iceland,Country,f
id-29637,Lagos,City,f
id-38581,Ladbroke Grove,District,f
id-2759,Kuala Lumpur,City,f
id-172,Puerto Rico,Country,f
id-40602,Amherst,City,f
id-2450,SanktPeterburg,City,f
id-228,Venezuela,Country,f
id-229,Vietnam,Country,f
rec-87369-dup-0,Ishpemkng,City,f
id-10422,at sea,,f
id-383,Victoria,Subdivision,f
id-1872,Zagreb,City,f
id-222,United States,Country,f
id-22162,Denton,City,f
id-221,United Kingdom,Country,f
id-105393,Schaerbeek  Schaarbeek,Municipality,f
id-5430,Dunedin,City,f
rec-7747-dup-0,Tarnpa,City,f
id-44676,Chapel Hill,City,f
id-175,Romania,Country,f
id-69096,Garbsen,City,f
id-68939,CastropRauxel,City,f
rec-190-dup-0,Slovenis,Country,f
id-2159,Fiorentino,Subdivision,f
id-67743,Nancy,City,f
id-55341,Putney,District,f
id-58384,Highgate,District,f
id-2625,Phnom Penh,City,f
id-87369,Ishpeming,City,f
id-115540,Bushwick,City,f
rec-5071-dup-0,Pozna,City,f
id-47778,Saessolsheim,City,f
id-7020,New York,City,f
id-7022,San Francisco,City,f
id-7023,Bonn,City,f
id-131,Mali,Country,f
id-83934,New Market,City,f
id-138,Mexico,Country,f
id-1876,TrentinoAlto Adige,Subdivision,f
id-107042,Viveiro,Municipality,f
id-52,Côte dIvoire,Country,f
id-53,Croatia,Country,f
id-2230,Chişinău,City,f
id-28034,Long Branch,City,f
id-56,Czechia,Country,f
id-69750,Radolfzell,City,f
id-5127,Rostock,City,f
id-30897,Brighton,City,f
id-12351,Steinkjer,Municipality,f
id-3836,Devon,Subdivision,f
id-11811,Nakaku,District,f
id-29528,Morpeth,City,f
id-93564,Benson,City,f
id-67445,Lower East Side,City,f
id-140,Moldova,Country,f
id-11955,Metz,City,f
id-633,Pernambuco,Subdivision,f
id-67440,Astoria,City,f
id-5057,Ljubljana,City,f
id-100792,Black Mountain,City,f
id-7971,Greenock,City,f
id-82583,New Bedford,City,f
id-224,Uruguay,Country,f
id-43556,Montrabé,City,f
id-86219,Kazan,City,f
rec-7324-dup-0,Lonk Beach,City,f
rec-1818-dup-0,Catalunia,Subdivision,f
id-7800,Malibu,City,f
id-21907,Evansville,City,f
rec-8851-dup-0,Erfur5,City,f
id-7805,Berkeley,City,f
id-87,Guadeloupe,Country,f
id-5757,Evanston,City,f
id-79466,Newport Beach,City,f
id-15556,Bath,City,f
rec-31090-dup-0,Wellimgton,City,f
id-7279,Montréal,City,f
id-7278,Milano,City,f
id-68705,Abenberg,City,f
id-68706,Abensberg,City,f
id-20987,Belluno,Municipality,f
id-8851,Erfurt,City,f
id-8852,Potsdam,City,f
id-8854,Mainz,City,f
id-5114,Stockholm,City,f
id-3821,Bristol,City,f
id-5110,Gdańsk,City,f
id-69946,Springe,City,f
id-69821,Rötha,City,f
id-5274,Belo Horizonte,City,f
id-670,Karnataka,Subdivision,f
id-102430,Rockingham County,County,f
id-5279,Bydgoszcz,City,f
id-70043,Uelzen,City,f
id-299,Pennsylvania,Subdivision,f
id-292,New Jersey,Subdivision,f
id-358,Oslo,City,f
id-297,Oklahoma,Subdivision,f
id-295,New York,Subdivision,f
id-590,Bern,Subdivision,f
id-9607,Espoo,City,f
id-271,Florida,Subdivision,f
rec-23641-dup-0,Samta Ana,City,f
id-273,Hawaii,Subdivision,f
id-99,India,Country,f
id-96,Hong Kong,Subdivision,f
id-97,Hungary,Country,f
id-170,Poland,Country,f
id-171,Portugal,Country,f
id-176,Russia,Country,f
id-8000,Kirishima,City,f
id-71242,Wacken,Municipality,f
id-118880,Milton Parc,District,f
id-101373,Ypres,Municipality,f
id-119072,Mayfair,District,f
rec-5243-dup-0,Poahto,City,f
id-67482,Wimbledon,District,f
id-7503,Santa Barbara,City,f
id-5876,Hamilton,City,f
id-79463,Long Island City,City,f
id-67890,Dijon,City,f
id-189,Slovakia,Country,f
id-188,Singapore,Country,f
id-8173,Aalborg,City,f
id-22430,Inglewood,City,f
id-31088,Athens,City,f
rec-69541-dup-0,Munter,City,f
rec-9279-dup-0,Baecelona,City,f
rec-52490-dup-0,Besznçon,City,f
id-21,Belgium,Country,f
id-20,Belarus,Country,f
id-27,Bosnia and Herzegovina,Country,f
id-26,Bolivia,Country,f
id-24,Bermuda,Country,f
id-10195,Boulder,City,f
id-1503,Ciudad de México,City,f
id-60189,Asbury Park,City,f
id-7454,San Antonio,City,f
id-98224,Simferopol,City,f
rec-721-dup-0,Budaepst,City,f
id-8393,Shibuya,City,f
id-8391,Louiseville,City,f
id-12988,Fredensborg Municipality,Municipality,f
id-12730,Gjerstad,Municipality,f
id-5129,Canberra,City,f
id-117103,Boondall,District,f
id-5126,Sydney,City,f
id-5121,Melbourne,City,f
id-7948,Frankfurt am Main,City,f
id-5089,Chennai,City,f
id-5082,Novosibirsk,City,f
